Time (s),T_outer (C),T_inner (C),T_ave (C)
160.97,150,154.1,150.43
340.97,150,157.12,151.06
451.53,150.01,156.86,151.22
631.53,150.03,160.56,151.93
769.32,150.06,161.94,152.32
889.32,150.11,166.57,153.07
1009.3,150.17,169.79,153.83
1189.3,150.3,171.78,154.77
1309.3,150.42,170.7,155.12
1489.3,150.64,169.4,155.32
1628.8,150.85,175.34,156.32
1748.8,151.05,174.35,156.71
1928.8,151.39,175.57,157.44
2037.1,151.61,175.4,157.73
2217.1,152,180.96,158.94
2341.9,152.29,179.37,159.3
2461.9,152.59,179.48,159.67
2641.9,153.07,183.81,160.78
2763,153.41,182.45,161.1
2883,153.75,190.13,162.24
3063,154.3,184.94,162.6
3213.2,154.78,190.16,163.62
3333.2,155.17,192.46,164.43
3513.2,155.79,193.72,165.5
3633.2,156.21,194.16,166.04
3753.2,156.65,199.65,167.1
3933.2,157.33,195.45,167.66
4053.2,157.81,196.37,168.18
4233.2,158.54,201.33,169.44
4353.2,159.04,202.89,170.26
4473.2,159.55,201.12,170.73
4653.2,160.33,205.67,171.94
4773.2,160.87,209.98,173.04
4953.2,161.69,208.8,174.13
5073.2,162.25,208.14,174.61
5193.2,162.82,216.09,175.95
5373.2,163.71,211.93,176.67
5481.4,164.26,217.5,177.74
5661.4,165.19,215.11,178.65
5781.4,165.82,216.76,179.41
5961.4,166.79,222.72,181.03
6081.4,167.45,225.97,182.21
6201.4,168.12,225.69,183.09
6381.4,169.14,224.75,184.15
6501.4,169.84,224.93,184.82
6681.4,170.92,229.43,186.46
6813.6,171.72,225.8,186.9
6933.6,172.46,228.67,187.73
7113.6,173.58,234.15,189.53
7238.9,174.34,230.78,189.99
7358.9,175.08,234.3,190.91
7538.9,176.19,238.7,192.51
7658.9,176.94,239.9,193.46
7778.9,177.7,241.62,194.45
7958.9,178.84,239.81,195.43
8078.9,179.61,243.75,196.51
8258.9,180.79,243.77,197.66
8378.9,181.58,249.02,198.96
8498.9,182.37,249.26,199.95
8678.9,183.58,249.41,201.15
8798.9,184.39,256.52,202.65
8978.9,185.62,256.56,204.23
9098.9,186.46,256.38,205.12
9218.9,187.3,256.17,205.94
9398.9,188.59,259.42,207.5
9518.9,189.47,258.84,208.33
9698.9,190.79,261.04,209.69
9818.9,191.69,266.28,211.07
9938.9,192.58,268.95,212.36
10119,193.94,266.5,213.65
10239,194.85,264.89,214.31
10419,196.23,270.21,216.01
10539,197.16,270.92,217.02
10659,198.09,269.22,217.76
10839,199.5,271.89,219.2
10959,200.44,273.46,220.21
11139,201.86,276.11,221.76
11259,202.8,278.76,222.97
11379,203.75,276.14,223.7
11559,205.15,283.3,225.66
11679,206.05,282.07,226.54
11859,207.41,284.4,227.94
11979,208.32,290.45,229.46
12099,209.24,287.5,230.3
12279,210.63,290.55,231.89
12399,211.56,293.43,233.12
12579,212.98,292.51,234.4
12699,213.93,297.51,235.8
12819,214.88,296.5,236.78
12999,216.33,296.5,238.17
13119,217.3,295.29,238.92
13299,218.77,299.49,240.55
13419,219.76,302.35,241.74
13539,220.74,307.54,243.23
13719,222.22,303.58,244.43
13839,223.21,308.03,245.71
14019,224.71,311.07,247.54
14139,225.71,312.59,248.76
14259,226.72,308.14,249.39
14400,227.92,310.88,250.56
