Time (s),T_outer (C),T_inner (C),T_ave (C)
153.99,300,302.06,300.18
293.99,300,303.97,300.44
433.99,300,305.89,300.76
583.99,300,307.95,301.16
723.99,300.01,309.88,301.57
873.99,300.02,311.94,302.05
1014,300.04,313.86,302.52
1154,300.08,315.79,303.03
1304,300.14,317.86,303.6
1444,300.21,319.78,304.16
1594,300.31,321.85,304.79
1734,300.42,323.78,305.4
1874,300.56,325.71,306.03
2024,300.73,327.78,306.72
2164,300.92,329.71,307.39
2314,301.14,331.77,308.13
2454,301.37,333.7,308.85
2594,301.63,335.64,309.58
2744,301.93,337.7,310.38
2884,302.24,339.64,311.14
3034,302.59,341.7,311.99
3174,302.94,343.64,312.79
3314,303.32,345.58,313.6
3464,303.75,347.65,314.46
3604,304.17,349.58,315.3
3754,304.64,351.65,316.21
3894,305.1,353.58,317.08
4034,305.59,355.51,317.96
4184,306.12,357.58,318.93
4324,306.65,359.52,319.85
4474,307.23,361.59,320.85
4614,307.79,363.52,321.8
4754,308.38,365.45,322.76
4904,309.02,367.53,323.81
5044,309.64,369.46,324.8
5194,310.33,371.53,325.88
5334,310.99,373.47,326.9
5474,311.67,375.4,327.94
5624,312.42,377.47,329.06
5764,313.13,379.41,330.12
5914,313.92,381.48,331.27
6054,314.67,383.42,332.36
6194,315.44,385.35,333.46
6344,316.28,387.43,334.65
6484,317.09,389.36,335.77
6634,317.95,391.45,336.95
6774,318.77,393.39,338.06
6914,319.61,395.32,339.18
7064,320.52,397.4,340.4
7204,321.38,399.29,341.55
7354,322.32,399.34,342.63
7494,323.21,399.37,343.55
7634,324.11,399.38,344.43
7784,325.09,399.4,345.33
7924,326.01,399.41,346.14
8074,327.02,399.42,346.99
8214,327.95,399.43,347.76
8354,328.89,399.44,348.51
8504,329.9,399.45,349.29
8644,330.83,399.46,350.01
8794,331.83,399.47,350.77
8934,332.75,399.48,351.46
9074,333.66,399.48,352.14
9224,334.63,399.49,352.86
9364,335.53,399.5,353.52
9514,336.48,399.51,354.21
9654,337.35,399.51,354.85
9794,338.21,399.52,355.48
9944,339.13,399.53,356.14
10084,339.97,399.53,356.75
10234,340.85,399.54,357.4
10374,341.67,399.55,357.99
10514,342.48,399.55,358.57
10664,343.33,399.56,359.19
10804,344.12,399.57,359.75
10954,344.95,399.57,360.35
11094,345.71,399.58,360.9
11234,346.46,399.58,361.44
11384,347.26,399.59,362.02
11524,347.99,399.6,362.54
11674,348.76,399.6,363.1
11814,349.47,399.61,363.61
11954,350.17,399.61,364.12
12104,350.91,399.62,364.65
12244,351.59,399.62,365.14
12394,352.31,399.63,365.66
12534,352.97,399.64,366.13
12674,353.62,399.64,366.6
12824,354.31,399.65,367.1
12964,354.95,399.65,367.56
13114,355.62,399.66,368.04
13254,356.23,399.66,368.48
13394,356.84,399.67,368.92
13544,357.48,399.67,369.38
13684,358.07,399.68,369.8
13834,358.69,399.68,370.25
13974,359.26,399.68,370.67
14114,359.83,399.69,371.07
14264,360.43,399.69,371.5
14400,360.96,399.7,371.89
