Time (s),T_outer (C),T_inner (C),T_ave (C)
160.91,179,181.46,179.27
294.42,179,179.5,179.13
460.91,179,185.89,179.88
582.89,179.01,181.48,179.67
762.89,179.02,184.13,179.94
882.89,179.04,186.77,180.35
1053.1,179.08,187.14,180.61
1163.4,179.11,191.54,181.2
1343.4,179.18,194.62,182.11
1449.8,179.23,192.54,182.22
1606.4,179.33,197.6,183.03
1730.4,179.42,194.9,183.19
1898.4,179.59,198.93,183.91
2018.4,179.73,199.4,184.32
2198.4,179.97,199.98,184.87
2318.4,180.15,200.92,185.25
2498.4,180.44,208.01,186.61
2600.6,180.62,205.36,186.82
2780.6,180.97,208.9,187.74
2900.6,181.23,208.82,188.15
3080.6,181.64,216.73,189.65
3200.6,181.94,218.3,190.46
3320.6,182.25,219.11,191.16
3500.6,182.76,217.31,191.85
3620.6,183.12,215.69,192.08
3800.6,183.71,222.53,193.44
3939.9,184.18,220.83,193.93
4059.9,184.6,221.19,194.38
4179.9,185.03,226.52,195.32
4359.9,185.7,230.7,196.8
4467.1,186.1,226.58,197.04
4639.9,186.78,228.24,197.81
4759.9,187.27,231.38,198.62
4939.9,188.01,234.71,199.87
5059.9,188.53,237.69,200.83
5239.9,189.31,239.54,202.1
5359.9,189.85,239.71,202.83
5479.9,190.41,237.91,203.29
5659.9,191.26,245.58,204.95
5779.9,191.85,245.54,205.76
5959.9,192.75,245.32,206.67
6079.9,193.37,248.84,207.72
6194.8,193.97,244.49,208.05
6357.7,194.84,251.38,209.44
6537.7,195.83,256.07,211.15
6657.7,196.49,256.34,212.05
6777.7,197.17,254.55,212.66
6957.7,198.21,258.02,214.07
7077.7,198.91,255.89,214.62
7257.7,199.99,257.65,215.64
7377.7,200.72,262.45,216.81
7497.7,201.46,264.41,217.86
7677.7,202.57,264.44,219.15
7797.7,203.32,263.42,219.78
7977.7,204.44,267.23,221.21
8097.7,205.18,268.49,222.06
8217.7,205.93,273.03,223.24
8397.7,207.06,275.11,224.88
8506.6,207.75,270.01,225.18
8686.6,208.9,274.62,226.46
8806.6,209.69,280.29,227.82
8986.6,210.87,278.24,228.96
9106.6,211.66,280.09,229.92
9226.6,212.47,280.66,230.79
9406.6,213.68,283.01,232.15
9526.6,214.5,287.3,233.41
9706.6,215.74,288.03,234.81
9826.6,216.57,291.16,236.02
9946.6,217.41,290.47,236.91
10127,218.69,295.14,238.75
10247,219.55,292.34,239.42
10427,220.86,294.16,240.81
10547,221.74,294.44,241.61
10667,222.64,299.96,242.93
10847,223.99,302.05,244.69
10967,224.89,299.16,245.34
11147,226.26,304.25,247.04
11267,227.18,305.74,248.13
11387,228.11,306.95,249.18
11567,229.5,312.86,251.19
11687,230.41,313.45,252.28
11867,231.79,312.52,253.63
11987,232.72,312.27,254.45
12107,233.66,314.23,255.45
12287,235.08,318.51,257.2
12407,236.03,320.91,258.4
12587,237.46,324.05,260.27
12707,238.43,324.07,261.28
12827,239.39,326.41,262.46
13007,240.86,323.62,263.56
13127,241.85,328.25,264.85
13307,243.34,328.05,266.27
13427,244.34,329.9,267.39
13547,245.34,328.89,268.24
13727,246.85,335.61,270.29
13847,247.86,334.2,271.22
14027,249.37,335.54,272.67
14147,250.39,338.26,273.89
14267,251.41,338.13,274.88
14400,252.54,344.36,276.49
