Time (s),T_outer (C),T_inner (C),T_ave (C)
161,130,135.87,130.63
341,130,138.32,131.24
461,130.01,140.92,131.76
581,130.03,143.79,132.37
761,130.09,149.5,133.57
881,130.16,152.51,134.39
1061,130.31,156.47,135.6
1181,130.45,159.64,136.52
1301,130.62,161.01,137.3
1481,130.95,166.81,138.83
1601,131.21,168.92,139.78
1781,131.68,172.09,141.13
1901,132.04,176.19,142.27
2021,132.43,179.45,143.39
2201,133.09,182.15,144.92
2321,133.57,184.21,145.93
2501,134.36,189.55,147.7
2621,134.92,193.84,149.06
2741,135.52,196.52,150.35
2921,136.48,200.47,152.26
3041,137.16,202.8,153.52
3221,138.25,205.36,155.29
3341,139.02,207.98,156.55
3461,139.81,210.84,157.88
3641,141.07,216.55,160.07
3761,141.93,220.48,161.61
3941,143.26,223.43,163.65
4061,144.18,226.31,165.08
4181,145.13,229.23,166.55
4361,146.6,232.06,168.63
4481,147.62,235.03,170.11
4661,149.18,239.01,172.35
4781,150.26,242.07,173.9
4901,151.36,246.4,175.61
5081,153.05,250.48,178.1
5201,154.21,251.49,179.57
5381,155.99,256.61,182.03
5501,157.21,261.13,183.88
5621,158.44,264.03,185.62
5801,160.29,266.97,188.01
5921,161.55,269.65,189.65
6101,163.48,273.46,192.14
6221,164.8,276.36,193.83
6341,166.13,280.96,195.73
6521,168.16,284.57,198.39
6641,169.55,286.99,200.15
6821,171.66,290.8,202.82
6941,173.09,292.42,204.5
7061,174.54,295.18,206.26
7241,176.76,299.62,209
7361,178.26,302.49,210.85
7541,180.54,306.61,213.63
7661,182.02,310.09,215.48
7781,183.51,313.91,217.41
7961,185.78,316.97,220.13
8081,187.31,319.77,221.99
8261,189.63,324.67,224.88
8381,191.19,328.15,226.87
8501,192.78,331.51,228.88
8681,195.18,334.67,231.76
8801,196.81,336.17,233.58
8981,199.28,341.46,236.57
9101,200.95,344.85,238.62
9221,202.63,347.73,240.66
9401,205.18,351.64,243.67
9521,206.84,354.32,245.59
9701,209.34,358.36,248.48
9821,211.03,362.11,250.55
9941,212.73,363.61,252.46
10121,215.31,367.5,255.38
10241,217.04,371.39,257.48
10421,219.66,374.54,260.42
10541,221.43,378.47,262.56
10661,223.2,379.39,264.48
10841,225.89,385.47,267.7
10961,227.69,388.72,269.86
11141,230.42,391.15,272.84
11261,232.26,395.17,275.03
11381,234.05,398.91,277.16
11561,236.75,401.67,280.14
11681,238.56,405.65,282.29
11861,241.3,409.29,285.42
11981,243.14,411.51,287.45
12101,244.99,415.82,289.67
12281,247.79,418.75,292.77
12401,249.67,421.89,294.91
12581,252.51,425.35,298.03
12701,254.42,429.25,300.26
12821,256.33,431.7,302.42
13001,259.23,435.45,305.63
13121,261.17,438.58,307.83
13301,264.03,443.66,311.16
13421,265.93,445.81,313.26
13541,267.83,447.89,315.33
13721,270.71,452.34,318.55
13841,272.64,454.4,320.63
14021,275.54,459.23,323.91
14141,277.49,461.56,326.03
14261,279.45,465.16,328.27
14400,281.73,469.87,330.95
