Time (s),T_outer (C),T_inner (C),T_ave (C)
161,112,113.83,112.19
341,112,118.89,112.91
461,112.01,120.54,113.32
581,112.02,124.07,113.95
761,112.06,129.23,115.1
881,112.12,130.3,115.66
1061,112.24,136.06,117.02
1177.4,112.36,135.92,117.53
1297.4,112.52,140.16,118.42
1477.4,112.82,142.57,119.55
1597.4,113.06,146.08,120.49
1777.4,113.49,151.38,122.06
1897.4,113.82,154.92,123.19
2017.4,114.18,158.42,124.34
2197.4,114.79,159.88,125.66
2317.4,115.24,165.83,127.02
2497.4,115.99,167.71,128.55
2617.4,116.53,172.5,129.93
2737.4,117.11,172.88,130.97
2917.4,118.05,177.63,132.81
3037.4,118.71,179.54,133.98
3217.4,119.77,183.36,135.79
3337.4,120.52,187.04,137.18
3457.4,121.3,188.17,138.38
3637.4,122.52,191.5,140.23
3757.4,123.37,195.02,141.63
3937.4,124.69,199.68,143.81
4057.4,125.61,202.42,145.24
4177.4,126.53,208.34,146.94
4357.4,127.96,211.78,149.19
4477.4,128.95,214.78,150.75
4657.4,130.48,215.08,152.6
4777.4,131.54,218.73,154.12
4897.4,132.62,219.92,155.49
5077.4,134.29,229.28,158.32
5197.4,135.43,230.79,159.93
5377.4,137.19,234.69,162.45
5497.4,138.39,233.54,163.7
5617.4,139.62,236.21,165.18
5797.4,141.51,243.92,167.94
5917.4,142.78,248.69,169.86
6097.4,144.69,251.7,172.36
6217.4,145.98,254.71,174.13
6337.4,147.3,252.67,175.42
6517.4,149.31,257.37,177.83
6637.4,150.68,259.89,179.46
6817.4,152.76,268.34,182.53
6937.4,154.17,268.99,184.2
7057.4,155.59,270.91,185.89
7237.4,157.76,278.13,188.88
7357.4,159.23,281.43,190.86
7537.4,161.47,282.79,193.47
7657.4,162.99,283.56,195.09
7777.4,164.53,286.27,196.85
7957.4,166.85,293.04,199.83
8077.4,168.36,294.8,201.6
8257.4,170.66,297.83,204.16
8377.4,172.21,303.77,206.29
8497.4,173.77,306.55,208.28
8677.4,176.13,310.17,211.14
8797.4,177.73,314.34,213.21
8977.4,180.15,317.5,216.15
9097.4,181.79,318.28,217.91
9217.4,183.44,320.95,219.8
9397.4,185.96,323.11,222.45
9517.4,187.66,328.79,224.62
9697.4,190.22,332.86,227.72
9817.4,191.95,333.66,229.55
9937.4,193.69,336.38,231.49
10117,196.2,344.13,234.72
10237,197.88,345.91,236.69
10417,200.43,347.96,239.43
10537,202.15,351.8,241.48
10657,203.88,353.77,243.42
10837,206.49,359.78,246.61
10957,208.25,362.17,248.66
11137,210.91,362.38,251.33
11257,212.7,364.43,253.19
11377,214.5,367.19,255.13
11557,217.22,375.62,258.59
11677,219.04,376.86,260.62
11857,221.8,379.71,263.62
11977,223.64,382.62,265.67
12097,225.43,389.37,268.01
12277,228.13,392.58,271.19
12397,229.94,392.68,273.03
12577,232.67,398.09,276.21
12697,234.51,398.07,278.04
12817,236.36,399.98,279.94
12997,239.15,406.21,283.17
13117,241.03,406.79,285.08
13297,243.85,411.81,288.19
13417,245.75,416.99,290.51
13537,247.65,422.15,292.93
13717,250.51,425.58,296.3
13837,252.43,426.41,298.33
14017,255.27,432.84,301.72
14137,257.15,434.11,303.76
14257,259.04,432.83,305.5
14400,261.3,435.98,307.82
