Time (s),T_outer (C),T_inner (C),T_ave (C)
161,250,252.03,250.2
341,250,253.64,250.5
461,250,254.7,250.69
581,250.01,259.16,251.24
751.69,250.02,257.55,251.42
891.45,250.04,262.01,252.04
1011.5,250.06,262.01,252.35
1191.5,250.12,264.12,252.89
1311.5,250.18,267.69,253.51
1491.5,250.28,269.19,254.21
1611.5,250.37,271.28,254.74
1731.5,250.48,275.14,255.5
1911.5,250.67,276.14,256.29
2031.5,250.82,278.9,256.98
2211.5,251.08,279.16,257.71
2331.5,251.28,280.61,258.25
2451.5,251.5,284.51,259.05
2631.5,251.87,285.34,259.98
2751.5,252.14,282.63,260.19
2931.5,252.57,285.88,260.98
3051.5,252.88,289.33,261.77
3171.5,253.21,290.84,262.46
3351.5,253.72,290.84,263.22
3471.5,254.08,293.78,263.98
3651.5,254.64,296.82,265.06
3771.5,255.02,299.29,265.89
3891.5,255.42,299.32,266.52
4071.5,256.04,302.31,267.66
4191.5,256.48,302.96,268.33
4371.5,257.15,303.85,269.25
4491.5,257.62,306.21,270.04
4611.5,258.1,308.51,270.87
4791.5,258.84,309.21,271.9
4911.5,259.35,311.77,272.74
5091.5,260.13,317.42,274.32
5211.5,260.67,320.27,275.39
5331.5,261.22,321.72,276.36
5511.5,262.08,319.38,277.24
5631.5,262.67,323.82,278.28
5811.5,263.58,325.4,279.66
5931.5,264.21,323.97,280.25
6051.5,264.85,326.23,281.1
6231.5,265.83,328.13,282.33
6351.5,266.51,331.3,283.35
6531.5,267.53,334.07,284.88
6651.5,268.22,333.82,285.64
6771.5,268.93,338.52,286.81
6951.5,269.98,341.82,288.45
7071.5,270.7,340.35,289.18
7251.5,271.79,341.2,290.34
7371.5,272.53,343.92,291.33
7491.5,273.28,347.89,292.5
7671.5,274.42,351.41,294.25
7791.5,275.2,351.06,295.14
7971.5,276.37,353.42,296.68
8091.5,277.17,351.99,297.4
8211.5,277.98,354.3,298.36
8391.5,279.22,357.86,299.95
8511.5,280.05,360.44,301.08
8691.5,281.31,365.09,302.97
8811.5,282.17,365.49,304.02
8931.5,283.03,364.73,304.89
9111.5,284.34,369.43,306.64
9231.5,285.23,372.12,307.88
9411.5,286.58,372.54,309.39
9531.5,287.49,375.35,310.59
9651.5,288.41,376.86,311.74
9831.5,289.82,376.34,313.15
9951.5,290.76,377.97,314.19
10131,292.2,382.19,315.98
10251,293.13,385.14,317.24
10371,294.08,384.31,318.2
10551,295.5,384.77,319.56
10671,296.46,389.04,320.85
10851,297.9,390.22,322.48
10971,298.87,391.13,323.53
11091,299.85,392.77,324.62
11271,301.32,397.63,326.6
11391,302.3,396.07,327.51
11571,303.79,402.19,329.52
11691,304.8,404.4,330.83
11811,305.81,405.93,332.08
11991,307.33,405.33,333.65
12111,308.36,404.03,334.5
12291,309.92,407.65,336.16
12411,310.97,411.92,337.57
12531,312.02,414.34,338.91
12711,313.61,417.4,340.9
12831,314.68,418.16,342.1
13011,316.29,420.28,343.9
13131,317.37,422.21,345.19
13251,318.46,419.88,346.1
13431,320.11,422.56,347.8
13551,321.21,422.9,348.86
13731,322.86,428.33,350.83
13851,323.94,432.08,352.29
13971,325.01,432.05,353.46
14151,326.63,432.27,355.04
14271,327.72,435.74,356.37
14400,328.88,435.72,357.57
