Time (s),T_outer (C),T_inner (C),T_ave (C)
160.96,154,157.41,154.36
340.96,154,158.92,154.71
460.96,154.01,161.21,155.09
580.96,154.02,164.82,155.67
766.36,154.05,159.33,155.49
900.39,154.09,162.96,155.85
1020.4,154.14,169.43,156.72
1187.6,154.23,166.58,157
1354.8,154.34,168.78,157.5
1474.8,154.44,171.7,158.07
1594.8,154.55,174.59,158.74
1774.8,154.76,174.73,159.33
1894.8,154.91,178.04,160.02
2074.8,155.18,181.16,160.97
2194.8,155.39,185.86,161.96
2314.8,155.61,188.66,162.88
2494.8,155.99,187.95,163.8
2608.1,156.26,185.16,163.97
2788.1,156.74,188.49,164.85
2908.1,157.09,190.55,165.51
3028.1,157.45,195.73,166.55
3208.1,158.03,196.24,167.56
3328.1,158.44,201.34,168.65
3508.1,159.07,202.13,169.82
3628.1,159.52,202.92,170.52
3748.1,159.99,205.9,171.43
3900.1,160.61,201.43,171.83
4080.1,161.38,208.85,173.42
4221.2,162.01,205.72,173.91
4341.2,162.56,207.62,174.57
4521.2,163.41,216.99,176.53
4641.2,163.98,217.59,177.49
4761.2,164.58,215.76,178.11
4941.2,165.49,215.33,178.99
5061.2,166.12,217.22,179.77
5241.2,167.09,222.76,181.29
5361.2,167.74,227.18,182.6
5481.2,168.41,225.46,183.37
5661.2,169.44,227.07,184.63
5781.2,170.13,230.11,185.68
5961.2,171.21,235.77,187.6
6081.2,171.94,236.76,188.64
6201.2,172.69,239.52,189.82
6380.6,173.85,236.43,190.79
6500.6,174.64,241.82,192.08
6680.6,175.86,240.39,193.38
6800.6,176.69,239.92,194.06
6920.6,177.51,246.62,195.41
7100.6,178.74,249.37,197.19
7220.6,179.57,246.79,197.84
7400.6,180.83,252.05,199.62
7520.6,181.68,251.58,200.44
7640.6,182.54,257.32,201.82
7820.6,183.84,255.15,203.1
7940.6,184.72,255.22,203.92
8120.6,186.06,260.59,205.64
8240.6,186.96,264.53,207.03
8360.6,187.87,263.2,207.97
8540.6,189.24,266.2,209.58
8660.6,190.17,271.31,211.05
8840.6,191.58,272.08,212.8
8960.6,192.53,272.75,213.86
9080.6,193.5,276.49,215.19
9260.6,194.96,277.05,216.91
9380.6,195.96,274.61,217.65
9560.6,197.47,278.02,219.24
9680.6,198.49,282.01,220.57
9800.6,199.51,286.75,222.12
9980.6,201,283.46,223.44
10101,202,282.97,224.26
10281,203.51,286.19,225.9
10401,204.53,286.24,226.83
10521,205.54,287.39,227.83
10701,207.07,291.45,229.57
10821,208.08,295.75,230.99
11001,209.61,296.48,232.77
11121,210.64,295.57,233.67
11241,211.66,297.77,234.8
11421,213.22,301.32,236.61
11541,214.26,305.53,238.07
11721,215.83,310.65,240.34
11841,216.89,311.48,241.66
11961,217.96,310.36,242.7
12141,219.58,314.96,244.74
12261,220.68,316.59,246.05
12441,222.34,319.91,248.11
12561,223.47,320.78,249.37
12681,224.6,321.96,250.62
12861,226.33,318.73,251.92
12981,227.49,320,252.96
13161,229.24,324.44,254.96
13281,230.41,325.25,256.09
13401,231.58,330.9,257.69
13581,233.26,334.77,259.89
13701,234.39,334.54,261.06
13881,236.09,337.94,263.06
14001,237.23,339.39,264.35
14121,238.37,340.9,265.65
14301,240.11,339.02,267.1
14400,241.07,342.19,268.21
