Time (s),T_outer (C),T_inner (C),T_ave (C)
153.9,200.5,200.58,200.51
293.9,200.5,200.66,200.52
433.9,200.5,200.74,200.53
583.9,200.5,200.82,200.55
723.9,200.5,200.9,200.57
873.9,200.5,201.02,200.59
1013.9,200.5,201.13,200.62
1153.9,200.5,201.27,200.64
1303.9,200.51,201.43,200.68
1443.9,200.51,201.59,200.72
1593.9,200.52,201.83,200.77
1733.9,200.52,202.06,200.83
1873.9,200.53,202.33,200.89
2023.9,200.54,202.66,200.97
2163.9,200.56,202.97,201.05
2313.9,200.57,203.38,201.15
2453.9,200.59,203.77,201.25
2593.9,200.61,204.21,201.36
2743.9,200.64,204.75,201.5
2883.9,200.67,205.25,201.64
3033.9,200.7,205.99,201.82
3173.9,200.74,206.68,202
3313.9,200.78,207.49,202.21
3463.9,200.84,208.48,202.46
3603.9,200.89,209.41,202.72
3753.9,200.96,210.68,203.04
3893.9,201.03,211.87,203.37
4033.9,201.11,213.24,203.73
4183.9,201.21,214.89,204.17
4323.9,201.32,216.44,204.61
4473.9,201.45,218.57,205.16
4613.9,201.58,220.58,205.72
4753.9,201.73,222.85,206.33
4903.9,201.91,225.57,207.07
5043.9,202.1,228.12,207.82
5193.9,202.32,231.45,208.72
5333.9,202.56,234.57,209.63
5473.9,202.82,238.02,210.62
5623.9,203.13,242.06,211.79
5763.9,203.46,245.86,212.94
5913.9,203.84,250.59,214.28
6053.9,204.24,255.02,215.63
6193.9,204.68,259.76,217.06
6343.9,205.19,265.16,218.73
6483.9,205.72,270.22,220.38
6633.9,206.34,276.08,222.26
6773.9,206.97,281.55,224.11
6913.9,207.65,287.16,226.04
7063.9,208.45,293.34,228.17
7203.9,209.25,299.08,230.22
7353.9,210.18,305.24,232.5
7493.9,211.11,310.99,234.7
7633.9,212.1,316.61,236.96
7783.9,213.24,322.49,239.42
7923.9,214.36,327.96,241.77
8073.9,215.65,333.4,244.31
8213.9,216.9,338.49,246.64
8353.9,218.22,343.24,248.97
8503.9,219.7,348.01,251.47
8643.9,221.14,352.45,253.82
8793.9,222.74,356.53,256.31
8933.9,224.3,360.33,258.63
9073.9,225.9,363.8,260.94
9223.9,227.68,367.17,263.37
9363.9,229.38,370.3,265.62
9513.9,231.26,373.06,267.99
9653.9,233.05,375.63,270.17
9793.9,234.88,377.92,272.32
9943.9,236.87,380.1,274.57
10084,238.71,382.15,276.55
10234,240.7,383.84,278.62
10374,242.58,385.4,280.53
10514,244.47,386.79,282.41
10664,246.5,388.09,284.38
10804,248.41,389.3,286.2
10954,250.45,390.32,288.1
11094,252.37,391.27,289.84
11234,254.28,392.09,291.56
11384,256.32,392.86,293.36
11524,258.23,393.57,295.01
11674,260.26,394.13,296.74
11814,262.15,394.65,298.32
11954,264.03,395.11,299.88
12104,266.03,395.54,301.51
12244,267.89,395.94,303.01
12394,269.86,396.29,304.59
12534,271.69,396.62,306.04
12674,273.5,396.9,307.47
12824,275.42,397.17,308.97
12964,277.19,397.41,310.35
13114,279.07,397.6,311.8
13254,280.8,397.76,313.13
13394,282.5,397.93,314.43
13544,284.22,398.07,315.76
13684,285.81,398.2,316.98
13834,287.49,398.3,318.26
13974,289.04,398.39,319.43
14114,290.58,398.48,320.59
14264,292.2,398.58,321.81
14400,293.66,398.66,322.9
