Time (s),T_outer (C),T_inner (C),T_ave (C)
161,404,404.62,404.06
313.09,404,404.36,404.04
439.63,404,407.98,404.37
617.35,404,404.94,404.24
766.86,404,408,404.51
886.86,404,409.9,404.81
1026,404.01,406.8,404.7
1163.7,404.02,409.11,404.91
1343.7,404.03,408.88,405.05
1463.7,404.05,409.64,405.17
1643.7,404.08,413.15,405.73
1733.9,404.1,411.47,405.74
1891.1,404.14,414.67,406.15
2075.4,404.19,414.69,406.38
2183.3,404.23,416.98,406.75
2311.9,404.28,414.71,406.79
2489,404.36,418.88,407.41
2594.1,404.42,416.04,407.38
2747.2,404.51,419.56,407.82
2926.9,404.63,420.59,408.23
3046.9,404.72,422.33,408.63
3199.6,404.85,419.05,408.61
3359.4,404.99,421.7,409.06
3460.3,405.08,419.75,409.08
3616.6,405.24,424.51,409.66
3796.6,405.43,425.55,410.24
3922.4,405.57,423.55,410.31
4042.4,405.72,425.42,410.63
4186.3,405.89,423.65,410.74
4364.6,406.12,425.8,411.19
4484.6,406.28,425.64,411.38
4664.6,406.53,429.59,412.09
4784.6,406.7,429.86,412.42
4904.6,406.88,431.26,412.82
5084.6,407.15,431.07,413.28
5196.8,407.33,429.05,413.33
5376.8,407.62,430.85,413.75
5496.8,407.82,431.49,414.05
5616.8,408.02,432.16,414.35
5796.8,408.34,436.77,415.2
5916.8,408.56,436.47,415.56
6096.8,408.89,435.39,415.88
6216.8,409.11,437.32,416.31
6336.8,409.34,437.99,416.69
6516.8,409.7,439.69,417.33
6636.8,409.94,439.62,417.66
6816.8,410.32,439.93,418.16
6936.8,410.58,439.27,418.39
7056.8,410.84,439.89,418.69
7236.8,411.24,441.33,419.23
7356.8,411.51,443.43,419.72
7536.8,411.93,443.79,420.31
7656.8,412.21,443.95,420.63
7776.8,412.5,448.57,421.35
7956.8,412.93,445.26,421.69
8076.8,413.22,447.49,422.16
8256.8,413.67,450.27,422.99
8376.8,413.97,450.77,423.46
8496.8,414.28,450.61,423.84
8676.8,414.76,449.62,424.27
8796.8,415.08,450.33,424.64
8976.8,415.57,452.19,425.31
9096.8,415.9,452.84,425.74
9216.8,416.24,453.49,426.17
9396.8,416.75,454.7,426.86
9516.8,417.1,453.51,427.13
9696.8,417.62,457.05,427.99
9816.8,417.98,456.25,428.32
9936.8,418.33,459.25,428.94
10081,418.77,455.29,429.14
10261,419.31,459.07,429.88
10381,419.68,462.47,430.6
10561,420.24,461.08,431.22
10681,420.61,460.58,431.55
10801,420.99,461.98,432.02
10981,421.57,461.27,432.5
11101,421.95,465.61,433.24
11281,422.54,466.58,434.11
11401,422.93,465.78,434.48
11521,423.33,468.76,435.14
11670,423.83,463.93,435.32
11850,424.43,467.49,436.06
11970,424.84,470.36,436.74
12150,425.46,471.17,437.6
12270,425.88,470.17,437.96
12390,426.3,471.51,438.47
12570,426.93,472.11,439.16
12690,427.36,474.14,439.77
12870,428.01,474.43,440.53
12990,428.44,473.64,440.9
13110,428.88,473.53,441.28
13290,429.54,475.42,442.04
13410,429.98,476.19,442.54
13590,430.65,477.67,443.36
13710,431.1,477.31,443.78
13830,431.55,476.36,444.12
14010,432.23,477.73,444.76
14130,432.68,481.49,445.52
14310,433.37,479.95,446.14
14400,433.71,480.42,446.5
