Time (s),T_outer (C),T_inner (C),T_ave (C)
153.97,101.8,101.96,101.82
293.97,101.8,102.12,101.84
433.97,101.8,102.29,101.87
583.97,101.8,102.5,101.91
723.97,101.8,102.69,101.95
873.97,101.81,102.89,102.01
1014,101.81,103.09,102.06
1154,101.82,103.32,102.12
1304,101.83,103.61,102.19
1444,101.84,103.88,102.27
1594,101.86,104.21,102.36
1734,101.88,104.51,102.45
1874,101.9,104.86,102.55
2024,101.93,105.27,102.67
2164,101.96,105.66,102.79
2314,102,106.15,102.93
2454,102.04,106.61,103.07
2594,102.09,107.12,103.23
2744,102.15,107.69,103.41
2884,102.21,108.23,103.6
3034,102.28,108.93,103.81
3174,102.35,109.59,104.03
3314,102.43,110.28,104.26
3464,102.53,111.07,104.53
3604,102.63,111.8,104.79
3754,102.75,112.75,105.1
3894,102.86,113.63,105.41
4034,102.99,114.58,105.73
4184,103.14,115.65,106.11
4324,103.29,116.66,106.48
4474,103.47,117.89,106.91
4614,103.65,119.05,107.34
4754,103.84,120.26,107.78
4904,104.06,121.62,108.29
5044,104.28,122.9,108.79
5194,104.54,124.47,109.36
5334,104.79,125.93,109.92
5474,105.06,127.45,110.51
5624,105.38,129.15,111.18
5764,105.69,130.73,111.82
5914,106.04,132.55,112.55
6054,106.39,134.24,113.26
6194,106.77,136,113.99
6344,107.19,137.94,114.81
6484,107.61,139.76,115.61
6634,108.08,141.78,116.49
6774,108.55,143.67,117.34
6914,109.04,145.59,118.22
7064,109.59,147.66,119.17
7204,110.13,149.59,120.06
7354,110.72,151.66,121.05
7494,111.3,153.59,121.99
7634,111.91,155.52,122.96
7784,112.58,157.59,124.02
7924,113.23,159.52,125.02
8074,113.95,161.43,126.11
8214,114.65,163.21,127.13
8354,115.37,164.95,128.16
8504,116.16,166.78,129.27
8644,116.93,168.48,130.32
8794,117.77,170.18,131.44
8934,118.58,171.77,132.49
9074,119.4,173.3,133.55
9224,120.31,174.88,134.68
9364,121.17,176.35,135.74
9514,122.11,177.72,136.86
9654,123.01,179.01,137.9
9794,123.91,180.23,138.94
9944,124.9,181.48,140.04
10084,125.83,182.64,141.06
10234,126.84,183.73,142.15
10374,127.79,184.74,143.15
10514,128.74,185.69,144.15
10664,129.78,186.65,145.2
10804,130.75,187.55,146.17
10954,131.79,188.35,147.2
11094,132.76,189.09,148.14
11234,133.74,189.79,149.07
11384,134.78,190.5,150.06
11524,135.76,191.17,150.97
11674,136.8,191.76,151.92
11814,137.74,192.32,152.77
11954,138.66,192.83,153.59
12104,139.64,193.34,154.45
12244,140.55,193.81,155.25
12394,141.52,194.23,156.08
12534,142.42,194.62,156.85
12674,143.31,194.98,157.61
12824,144.26,195.32,158.41
12964,145.13,195.63,159.15
13114,146.06,195.93,159.92
13254,146.92,196.21,160.63
13394,147.77,196.45,161.33
13544,148.68,196.67,162.06
13684,149.51,196.87,162.73
13834,150.4,197.08,163.43
13974,151.21,197.28,164.08
14114,152.02,197.46,164.72
14264,152.87,197.64,165.4
14400,153.63,197.79,165.99
