Time (s),T_outer (C),T_inner (C),T_ave (C)
153.91,203.6,203.93,203.63
293.91,203.6,204.24,203.67
433.91,203.6,204.56,203.73
583.91,203.6,204.93,203.8
723.91,203.6,205.28,203.88
873.91,203.61,205.77,203.97
1013.9,203.61,206.23,204.08
1153.9,203.62,206.71,204.2
1303.9,203.63,207.25,204.33
1443.9,203.65,207.75,204.47
1593.9,203.67,208.45,204.64
1733.9,203.7,209.11,204.81
1873.9,203.73,209.82,205
2023.9,203.78,210.64,205.23
2163.9,203.82,211.42,205.45
2313.9,203.88,212.36,205.72
2453.9,203.95,213.25,205.98
2593.9,204.02,214.23,206.27
2743.9,204.11,215.39,206.61
2883.9,204.2,216.47,206.94
3033.9,204.31,217.87,207.34
3173.9,204.42,219.18,207.74
3313.9,204.55,220.56,208.17
3463.9,204.7,222.13,208.66
3603.9,204.85,223.61,209.15
3753.9,205.04,225.62,209.73
3893.9,205.22,227.51,210.32
4033.9,205.42,229.39,210.93
4183.9,205.66,231.42,211.63
4323.9,205.9,233.32,212.3
4473.9,206.18,235.93,213.1
4613.9,206.47,238.38,213.9
4753.9,206.77,240.82,214.74
4903.9,207.13,243.45,215.68
5043.9,207.48,245.91,216.59
5193.9,207.89,249.15,217.64
5333.9,208.3,252.17,218.66
5473.9,208.74,255.2,219.74
5623.9,209.24,258.44,220.93
5763.9,209.74,261.48,222.09
5913.9,210.31,265.25,223.42
6053.9,210.88,268.78,224.72
6193.9,211.47,272.31,226.07
6343.9,212.15,276.09,227.56
6483.9,212.83,279.63,229
6633.9,213.59,283.7,230.6
6773.9,214.34,287.5,232.15
6913.9,215.13,291.3,233.75
7063.9,216.02,295.4,235.47
7203.9,216.89,299.2,237.09
7353.9,217.86,303.27,238.89
7493.9,218.81,307.08,240.6
7633.9,219.8,310.88,242.35
7783.9,220.9,314.96,244.27
7923.9,221.97,318.76,246.09
8073.9,223.16,322.56,248.06
8213.9,224.31,326.1,249.91
8353.9,225.51,329.64,251.79
8503.9,226.83,333.43,253.83
8643.9,228.1,336.96,255.75
8793.9,229.5,340.26,257.75
8933.9,230.83,343.3,259.59
9073.9,232.19,346.34,261.45
9223.9,233.68,349.59,263.45
9363.9,235.1,352.62,265.35
9513.9,236.65,355.29,267.34
9653.9,238.13,357.78,269.19
9793.9,239.64,360.24,271.04
9943.9,241.28,362.86,273.02
10084,242.83,365.29,274.87
10234,244.52,367.35,276.81
10374,246.11,369.26,278.6
10514,247.73,371.16,280.38
10664,249.47,373.21,282.28
10804,251.12,375.1,284.05
10954,252.9,376.7,285.9
11094,254.57,378.18,287.61
11234,256.24,379.59,289.3
11384,258.05,381.01,291.09
11524,259.74,382.33,292.74
11674,261.56,383.51,294.48
11814,263.19,384.64,296
11954,264.82,385.64,297.51
12104,266.56,386.61,299.09
12244,268.19,387.51,300.56
12394,269.92,388.35,302.1
12534,271.53,389.14,303.53
12674,273.14,389.87,304.93
12824,274.85,390.58,306.42
12964,276.44,391.25,307.79
13114,278.14,391.81,309.23
13254,279.71,392.32,310.55
13394,281.27,392.82,311.86
13544,282.94,393.33,313.24
13684,284.48,393.8,314.51
13834,286.12,394.19,315.84
13974,287.64,394.55,317.07
14114,289.14,394.89,318.28
14264,290.74,395.24,319.56
14400,292.17,395.55,320.7
