Time (s),T_outer (C),T_inner (C),T_ave (C)
160.96,231,238.98,231.81
340.96,231,240.34,232.41
460.96,231.01,240.06,232.64
626.88,231.03,239.15,232.75
762.96,231.06,243.33,233.29
882.96,231.1,246.67,233.93
1009.6,231.16,242.33,233.92
1153.6,231.24,248.62,234.65
1333.6,231.37,252.31,235.65
1480.8,231.5,251.85,236.03
1585.6,231.61,256.89,236.78
1774.2,231.83,255.02,237.38
1894.2,232,255.29,237.71
2074.2,232.29,263.11,239.06
2194.2,232.5,263.27,239.68
2311.6,232.72,259.88,239.83
2489,233.1,260.27,240.26
2609,233.37,263.69,240.9
2789,233.81,269.35,242.21
2909,234.11,269.26,242.79
3029,234.43,268.57,243.22
3209,234.93,272.48,244.29
3329,235.29,272.49,244.82
3509,235.84,272.27,245.54
3629,236.23,271.51,245.87
3749,236.63,274.48,246.52
3929,237.24,279.39,247.7
4049,237.66,284.32,248.8
4185.5,238.14,280.83,249.3
4365.5,238.8,286.23,250.63
4485.5,239.25,284.92,251.18
4665.5,239.96,282.73,251.68
4785.5,240.44,284.45,252.28
4905.5,240.94,286.1,252.93
5085.5,241.7,293.29,254.6
5215.4,242.25,290.18,255.06
5335.4,242.77,296.43,256.15
5515.4,243.58,299.59,257.69
5635.4,244.12,296.72,258.15
5815.4,244.97,301.73,259.51
5935.4,245.55,303.97,260.49
6055.4,246.14,301.9,261.06
6235.4,247.06,303.11,262.09
6355.4,247.68,304.38,262.84
6535.4,248.64,306.23,264.02
6655.4,249.28,308.29,264.85
6775.4,249.94,314.34,266.14
6912.5,250.69,307.94,266.6
7077.6,251.62,316.36,268.18
7257.6,252.64,317.39,269.63
7377.6,253.32,316.28,270.23
7497.6,254.01,321.54,271.38
7677.6,255.06,322.05,272.64
7797.6,255.77,325.65,273.77
7977.6,256.85,324.89,274.92
8097.6,257.59,327.32,275.91
8217.6,258.33,328.46,276.84
8397.6,259.46,327.92,277.93
8517.6,260.23,331,278.94
8697.6,261.39,335.27,280.62
8817.6,262.17,334.95,281.52
8937.6,262.96,331.26,281.98
9117.6,264.16,336.78,283.51
9237.6,264.97,338.06,284.45
9417.6,266.19,340.29,285.99
9537.6,267.01,337.81,286.56
9657.6,267.84,339.32,287.37
9837.6,269.08,345.02,289.1
9957.6,269.92,346.1,290.09
10138,271.18,349.24,291.77
10258,272.03,348.88,292.62
10378,272.88,351.17,293.67
10558,274.17,350.14,294.85
10678,275.03,351.75,295.79
10858,276.35,356.41,297.43
10978,277.23,359.4,298.72
11098,278.11,354.74,299.28
11278,279.44,363.16,301.26
11398,280.3,363.43,302.26
11578,281.62,366.39,303.99
11698,282.5,364.23,304.7
11818,283.39,365.14,305.57
11998,284.73,368.13,307.1
12118,285.64,369.22,308.08
12298,287,371.93,309.65
12418,287.92,372.52,310.64
12538,288.84,370.53,311.34
12718,290.23,379.22,313.41
12838,291.15,379.06,314.45
13018,292.55,378.62,315.82
13138,293.49,380.16,316.79
13258,294.43,386.4,318.27
13438,295.86,384.56,319.7
13558,296.82,385.42,320.67
13738,298.26,389.32,322.46
13858,299.23,390.67,323.55
13978,300.21,394.85,324.92
14158,301.68,394.98,326.56
14278,302.67,394.65,327.51
14400,303.69,397.31,328.69
