Time (s),T_outer (C),T_inner (C),T_ave (C)
161,20.0,26.073,20.668
341,20.0,28.846,21.235
461,20.006,31.618,21.859
581,20.029,33.864,22.536
761,20.076,35.385,23.108
881,20.164,37.01,23.717
1061,20.284,38.496,24.292
1181,20.44,39.667,24.845
1301,20.647,40.918,25.432
1481,20.873,42.085,25.982
1601,21.147,43.217,26.57
1781,21.431,44.201,27.11
1901,21.738,45.185,27.653
2021,22.091,46.215,28.237
2201,22.44,47.042,28.773
2321,22.834,47.927,29.345
2501,23.217,48.753,29.88
2621,23.614,49.579,30.419
2741,24.053,50.463,31.0
2921,24.474,51.288,31.547
3041,24.937,52.144,32.137
3221,25.378,52.844,32.679
3341,25.829,53.542,33.22
3461,26.32,54.291,33.8
3641,26.787,54.989,34.344
3761,27.294,55.737,34.928
3941,27.774,56.435,35.476
4061,28.259,57.115,36.025
4181,28.785,57.775,36.607
4361,29.28,58.39,37.149
4481,29.816,59.049,37.73
4661,30.32,59.665,38.272
4781,30.828,60.28,38.815
4901,31.375,60.939,39.398
5081,31.889,61.537,39.942
5201,32.442,62.133,40.521
5381,32.961,62.688,41.058
5501,33.482,63.244,41.596
5621,34.042,63.84,42.171
5801,34.567,64.395,42.707
5921,35.13,64.99,43.282
6101,35.657,65.53,43.818
6221,36.185,66.044,44.35
6341,36.752,66.593,44.919
6521,37.281,67.106,45.448
6641,37.849,67.655,46.014
6821,38.38,68.168,46.541
6941,38.91,68.68,47.068
7061,39.479,69.22,47.632
7241,40.009,69.655,48.153
7361,40.577,67.688,48.47
7541,41.107,65.913,48.632
7661,41.635,64.187,48.724
7781,42.193,62.335,48.756
7961,42.7,60.604,48.733
8081,43.219,58.749,48.659
8261,43.677,57.016,48.547
8381,44.103,55.282,48.398
8501,44.523,53.614,48.214
8681,44.879,52.144,48.03
8801,45.22,50.57,47.809
8981,45.499,49.1,47.579
9101,45.743,47.631,47.325
9221,45.965,46.056,47.027
9401,46.137,44.586,46.725
9521,46.284,43.22,46.395
9701,46.388,42.015,46.084
9821,46.46,40.81,45.761
9941,46.504,39.52,45.4
10121,46.515,38.315,45.048
10241,46.496,37.025,44.653
10421,46.452,35.82,44.269
10541,46.383,34.825,43.887
10661,46.282,33.819,43.482
10841,46.165,32.88,43.099
10961,46.015,31.875,42.681
11141,45.855,30.936,42.282
11261,45.675,29.998,41.873
11381,45.464,28.992,41.425
11561,45.249,28.283,41.018
11681,45.002,27.562,40.591
11861,44.755,26.89,40.192
11981,44.495,26.218,39.792
12101,44.202,25.498,39.36
12281,43.918,24.827,38.953
12401,43.601,24.107,38.512
12581,43.296,23.621,38.113
12701,42.983,23.147,37.722
12821,42.638,22.641,37.306
13001,42.308,22.227,36.923
13121,41.949,21.865,36.527
13301,41.608,21.528,36.162
13421,41.262,21.191,35.801
13541,40.889,20.961,35.43
13721,40.537,20.754,35.093
13841,40.159,20.532,34.738
14021,39.805,20.391,34.417
14141,39.45,20.312,34.111
14261,39.072,20.228,33.793
14400,38.73,20.177,33.513
