Time (s),T_outer (C),T_inner (C),T_ave (C)
161,450.0,455.88,450.53
341,450.0,458.86,451.04
461,450.0,461.63,451.56
581,450.0,463.88,452.13
761,450.01,465.4,452.62
881,450.03,466.92,453.09
1061,450.06,468.51,453.61
1181,450.11,469.69,454.07
1301,450.19,470.94,454.56
1481,450.28,472.11,455.02
1601,450.39,473.17,455.47
1781,450.53,474.22,455.95
1901,450.68,475.21,456.4
2021,450.86,476.24,456.88
2201,451.04,477.07,457.32
2321,451.24,477.89,457.75
2501,451.47,478.78,458.22
2621,451.7,479.6,458.65
2741,451.96,480.49,459.12
2921,452.22,481.31,459.56
3041,452.48,482.12,460.01
3221,452.78,482.87,460.48
3341,453.07,483.56,460.91
3461,453.38,484.31,461.38
3641,453.69,485.01,461.82
3761,454.0,485.71,462.26
3941,454.34,486.45,462.73
4061,454.67,487.13,463.17
4181,455.03,487.79,463.64
4361,455.37,488.41,464.08
4481,455.71,489.02,464.52
4661,456.09,489.68,464.99
4781,456.44,490.3,465.43
4901,456.83,490.95,465.91
5081,457.2,491.55,466.35
5201,457.57,492.11,466.79
5381,457.97,492.7,467.26
5501,458.35,493.26,467.7
5621,458.76,493.85,468.17
5801,459.14,494.4,468.61
5921,459.53,494.96,469.06
6101,459.95,495.54,469.53
6221,460.35,496.05,469.97
6341,460.77,496.6,470.44
6521,461.17,497.11,470.88
6641,461.58,497.62,471.32
6821,462.01,498.17,471.79
6941,462.42,498.68,472.23
7061,462.86,499.22,472.71
7241,463.27,499.65,473.14
7361,463.68,497.82,473.4
7541,464.12,495.9,473.55
7661,464.54,494.18,473.63
7781,464.99,492.32,473.66
7961,465.4,490.59,473.65
8081,465.81,488.85,473.6
8261,466.25,486.99,473.5
8381,466.64,485.26,473.39
8501,467.05,483.59,473.25
8681,467.41,482.11,473.1
8801,467.76,480.64,472.95
8981,468.11,479.06,472.76
9101,468.42,477.59,472.57
9221,468.72,476.02,472.34
9401,468.98,474.54,472.11
9521,469.23,473.26,471.88
9701,469.46,471.97,471.64
9821,469.66,470.76,471.4
9941,469.85,469.47,471.14
10121,470.0,468.26,470.88
10241,470.13,467.06,470.61
10421,470.25,465.77,470.31
10541,470.35,464.77,470.04
10661,470.43,463.76,469.75
10841,470.48,462.83,469.48
10961,470.52,461.89,469.2
11141,470.54,460.88,468.9
11261,470.54,459.94,468.61
11381,470.53,458.94,468.29
11561,470.5,458.23,468.0
11681,470.46,457.55,467.72
11861,470.4,456.83,467.43
11981,470.33,456.16,467.15
12101,470.24,455.44,466.85
12281,470.15,454.77,466.56
12401,470.04,454.1,466.28
12581,469.92,453.57,465.98
12701,469.79,453.09,465.71
12821,469.65,452.59,465.42
13001,469.5,452.18,465.16
13121,469.35,451.84,464.91
13301,469.18,451.48,464.64
13421,469.01,451.14,464.39
13541,468.83,450.91,464.14
13721,468.65,450.71,463.91
13841,468.46,450.5,463.69
14021,468.26,450.35,463.46
14141,468.07,450.27,463.25
14261,467.86,450.19,463.04
14400,467.67,450.14,462.85
