Time (s),T_outer (C),T_inner (C),T_ave (C)
144,164.91,160.13,164.48
294,164.91,163.77,164.4
434,164.91,169.71,165.13
584,164.9,166.16,165.12
724,164.89,166.7,165.14
864,164.88,170.72,165.49
1014,164.87,178.44,166.55
1154,164.88,179.78,167.25
1304,164.9,182.87,168.02
1444,164.94,185.99,168.86
1584,165.02,187.86,169.61
1734,165.14,195.42,170.88
1874,165.3,198.51,172.13
2024,165.52,197.75,172.87
2164,165.78,201.58,173.85
2304,166.08,208.64,175.22
2454,166.46,212.25,176.78
2594,166.87,206.13,177.16
2744,167.35,211.25,178.11
2884,167.85,215.36,179.3
3024,168.4,218.11,180.47
3174,169.01,218.91,181.52
3314,169.62,226.06,182.93
3464,170.31,232.39,184.82
3604,170.98,234.18,186.23
3744,171.69,241.27,188.01
3894,172.49,242.92,189.75
4034,173.3,242.21,190.86
4184,174.21,246.55,192.42
4324,175.11,252.19,194.14
4464,176.05,255.89,195.88
4614,177.09,256.85,197.39
4754,178.1,258.2,198.74
4904,179.22,259.75,200.17
5044,180.3,261.2,201.5
5184,181.41,262.52,202.8
5334,182.62,267.59,204.48
5474,183.78,269.38,206.06
5624,185.04,268.72,207.32
5764,186.23,273.55,208.9
5904,187.44,279.48,210.76
6054,188.75,283.18,212.82
6194,190,281.07,214.13
6344,191.35,284.19,215.73
6484,192.64,291.7,217.67
6624,193.94,301.02,220.19
6774,195.33,303.19,222.34
6914,196.64,305.35,224.22
7064,198.08,304.49,225.97
7204,199.46,299.44,226.96
7344,200.88,299.22,228.05
7494,202.43,305.83,229.75
7634,203.9,311.45,231.9
7784,205.48,300.5,232.63
7924,206.96,301.75,233.56
8064,208.44,299.54,234.58
8214,210.03,290.33,234.74
8354,211.5,285.81,234.87
8504,213.05,285.74,235.3
8644,214.47,285.93,236
8784,215.84,281.58,236.28
8934,217.25,279.12,236.56
9074,218.51,276.21,236.79
9224,219.79,273.08,236.88
9364,220.94,275.21,237.39
9504,222.03,270.65,237.6
9654,223.13,264.95,237.34
9794,224.11,263.13,237.3
9944,225.1,265.67,237.68
10084,225.97,259.95,237.71
10224,226.77,249.95,236.81
10374,227.55,249.69,236.47
10514,228.25,247.62,236.23
10664,228.93,243.85,235.82
10804,229.52,239.12,235.21
10944,230.04,242.15,235.14
11094,230.55,240.87,235.1
11234,230.96,238.1,234.73
11384,231.35,239.7,234.72
11521,231.65,233.32,234.23
11671,231.94,228.01,233.35
11811,232.18,226.54,232.8
11961,232.39,226.74,232.44
12101,232.55,223.41,231.95
12241,232.67,218.73,231.16
12391,232.76,214.1,230.2
12531,232.8,209.91,229.22
12681,232.79,205.33,228.06
12821,232.75,201.51,226.94
12961,232.66,201.04,226.11
13111,232.51,195.31,224.94
13251,232.31,190.32,223.56
13401,232.04,189.44,222.47
13541,231.74,190.07,221.71
13681,231.38,185.99,220.76
13831,230.95,178.74,219.14
13971,230.5,176.26,217.84
14121,229.97,179.9,217.02
14261,229.43,181.22,216.56
14400,228.86,177.57,215.62
