Time (s),T_outer (C),T_inner (C),T_ave (C)
144,106.53,110.62,106.91
294,106.53,114.3,107.52
434,106.53,116.96,108.13
584,106.55,118.41,108.68
724,106.58,125.71,109.69
864,106.65,129.53,110.88
1014,106.75,128.32,111.45
1154,106.9,135.18,112.58
1304,107.12,139.95,113.95
1444,107.37,143.29,115.14
1584,107.68,146.82,116.37
1734,108.07,152.74,117.91
1874,108.5,156.5,119.38
2024,109.02,159.02,120.74
2164,109.57,164.73,122.32
2304,110.19,167.07,123.81
2454,110.91,170.04,125.26
2594,111.65,176.15,127.02
2744,112.51,178.17,128.69
2884,113.36,181.97,130.26
3024,114.27,187.14,132.1
3174,115.3,191.41,134.06
3314,116.32,198.17,136.12
3464,117.45,204.59,138.49
3604,118.55,208.44,140.55
3744,119.71,211.17,142.5
3894,121.02,212.3,144.39
4034,122.3,214,146.01
4184,123.74,222.19,148.4
4324,125.13,227.14,150.69
4464,126.56,229.65,152.84
4614,128.14,230.19,154.75
4754,129.67,237.5,157.05
4904,131.34,241.35,159.52
5044,132.91,243.33,161.47
5184,134.51,245.88,163.44
5334,136.26,250.14,165.69
5474,137.92,255.56,167.97
5624,139.74,261.9,170.68
5764,141.47,263.67,172.91
5904,143.22,269.24,175.32
6054,145.14,274.35,178.11
6194,146.97,274.79,180.27
6344,148.97,279.22,182.76
6484,150.88,283.45,185.2
6624,152.8,287.21,187.62
6774,154.85,288.84,189.93
6914,156.78,293.54,192.25
7064,158.88,299.16,194.97
7204,160.86,303.81,197.55
7344,162.86,301.23,199.56
7494,165.03,297.12,201.24
7634,167.08,292.14,202.44
7784,169.3,285.39,203.31
7924,171.38,285.02,204.33
8064,173.45,281.17,205.32
8214,175.63,271.73,205.54
8354,177.62,270.92,206.12
8504,179.68,267.46,206.73
8644,181.53,263.1,207.06
8784,183.3,258.95,207.31
8934,185.11,256.61,207.65
9074,186.71,252.68,207.89
9224,188.33,246.95,207.8
9364,189.76,244.96,207.9
9504,191.07,239.59,207.79
9654,192.34,234.32,207.42
9794,193.45,232.72,207.32
9944,194.57,226.49,206.9
10084,195.53,222.58,206.42
10224,196.41,220.04,206.09
10374,197.28,216.05,205.61
10514,198.01,215.08,205.32
10664,198.72,213.24,205.09
10804,199.3,209.37,204.64
10944,199.81,204.4,203.98
11094,200.29,197.26,202.98
11234,200.68,191.24,201.79
11384,201.03,191.16,201.08
11524,201.29,188.4,200.38
11664,201.49,183.18,199.45
11814,201.62,175.46,197.99
11954,201.68,175.04,197.06
12104,201.68,170.59,195.97
12244,201.6,164.84,194.64
12384,201.47,159.68,193.23
12534,201.25,155.66,191.76
12674,200.98,153.36,190.5
12824,200.63,151.43,189.32
12964,200.23,145.47,187.8
13104,199.77,143.3,186.4
13254,199.2,140.14,185.04
13394,198.62,132.85,183.25
13544,197.93,129,181.44
13684,197.23,125.49,179.8
13824,196.48,121.48,178.13
13974,195.61,114.83,176.05
14114,194.74,111.79,174.21
14264,193.76,109.13,172.4
14400,192.8,106.33,170.73
