Time (s),T_outer (C),T_inner (C),T_ave (C)
153.22,304.15,308.29,304.5
293.22,304.15,311.01,304.95
433.22,304.15,314.38,305.45
583.22,304.15,322.79,306.56
723.22,304.16,325.33,307.48
873.22,304.19,329.06,308.39
1013.2,304.23,334.5,309.51
1153.2,304.3,338.94,310.67
1303.2,304.42,337.81,311.54
1443.2,304.56,335.58,311.89
1593.2,304.77,337.21,312.5
1733.2,305.01,340.62,313.29
1873.2,305.28,343.85,314.19
2023.2,305.62,347.4,315.21
2163.2,305.96,353.3,316.44
2313.2,306.35,353.63,317.49
2453.2,306.74,353.56,318.18
2593.2,307.17,356.36,319.1
2743.2,307.65,363.52,320.5
2883.2,308.13,367.84,321.91
3033.2,308.68,369.73,323.2
3173.2,309.21,369.11,324.11
3313.2,309.78,375.66,325.42
3463.2,310.43,381.94,327.21
3603.2,311.06,383.95,328.58
3753.2,311.78,388.18,330.15
3893.2,312.48,389.42,331.5
4033.2,313.23,390.76,332.66
4183.2,314.05,398.38,334.43
4323.2,314.86,401.38,336.01
4473.2,315.76,403.95,337.58
4613.2,316.63,405.91,339.01
4753.2,317.54,401.97,339.91
4903.2,318.54,404.92,341.05
5043.2,319.5,410.32,342.61
5193.2,320.57,414.34,344.29
5333.2,321.59,419.8,346.03
5473.2,322.62,420.3,347.6
5623.2,323.75,417.6,348.62
5763.2,324.82,427.22,350.47
5913.2,326,429.74,352.37
6053.2,327.12,430.74,353.8
6193.2,328.27,433.98,355.4
6343.2,329.5,441.74,357.5
6483.2,330.67,443.35,359.32
6633.2,331.93,443.34,360.75
6773.2,333.14,453.96,362.97
6913.2,334.37,451.31,364.65
7063.2,335.71,451.4,365.97
7203.2,336.99,460.55,368.11
7353.2,338.39,455.13,369.52
7493.2,339.72,452.1,370.5
7633.2,341.07,449.93,371.45
7783.2,342.54,446.11,372.23
7923.2,343.92,447.49,373.17
8073.2,345.42,446.72,374.24
8213.2,346.81,443.02,374.86
8353.2,348.18,442.84,375.61
8503.2,349.64,441.88,376.43
8643.2,350.98,438.23,377
8793.2,352.4,428.1,376.84
8933.2,353.69,423.57,376.69
9073.2,354.95,420.42,376.64
9223.2,356.27,418.02,376.7
9363.2,357.45,415.22,376.72
9513.2,358.67,414.58,376.88
9653.2,359.75,412.04,377.03
9793.2,360.77,404.64,376.64
9943.2,361.81,401.23,376.3
10083,362.73,400.71,376.19
10233,363.65,401.04,376.34
10373,364.45,397.72,376.23
10513,365.2,392.01,375.84
10663,365.92,389.16,375.35
10803,366.55,391.81,375.48
10953,367.17,387.9,375.29
11093,367.71,385.46,375.01
11233,368.21,382.79,374.73
11383,368.7,376.38,374.05
11523,369.12,376.74,373.68
11673,369.54,375.84,373.48
11813,369.88,372.46,373.03
11953,370.19,369.23,372.5
12103,370.48,361.14,371.55
12243,370.72,354.36,370.3
12393,370.93,354.73,369.58
12533,371.09,352.92,368.95
12673,371.21,351.88,368.35
12823,371.29,350.22,367.79
12963,371.32,340.04,366.46
13113,371.3,340.25,365.42
13253,371.25,340.63,364.93
13393,371.15,334.64,363.89
13543,371,331.75,362.81
13683,370.82,331.72,362.02
13833,370.58,331.37,361.42
13973,370.33,322.91,360.12
14113,370.03,325,359.26
14263,369.68,323,358.6
14400,369.33,311.33,356.92
