Time (s),T_outer (C),T_inner (C),T_ave (C)
170,200.0,202.46,200.33
320,200.0,204.67,200.75
470,200.0,206.89,201.24
620,200.01,209.12,201.78
720,200.02,210.6,202.16
870,200.05,212.83,202.77
1020,200.1,215.06,203.42
1170,200.18,217.28,204.11
1320,200.28,219.51,204.82
1470,200.4,221.74,205.57
1620,200.56,223.98,206.34
1770,200.76,226.21,207.15
1920,200.98,226.71,207.76
2020,201.15,226.73,208.08
2170,201.43,226.74,208.52
2320,201.74,226.76,208.91
2470,202.07,226.76,209.28
2620,202.43,226.77,209.63
2770,202.8,226.78,209.97
2920,203.18,226.78,210.29
3070,203.57,226.79,210.6
3170,203.83,226.79,210.81
3320,204.22,226.8,211.1
3470,204.61,226.8,211.4
3620,204.99,226.8,211.68
3770,205.38,226.81,211.96
3920,205.76,226.81,212.23
4070,206.13,226.82,212.5
4220,206.5,226.82,212.76
4320,206.75,226.82,212.93
4470,207.11,226.82,213.18
4620,207.46,226.83,213.43
4770,207.81,226.83,213.68
4920,208.16,226.83,213.92
5070,208.5,226.84,214.15
5220,208.83,226.84,214.38
5370,209.15,226.84,214.61
5520,209.47,226.85,214.83
5620,209.68,226.85,214.98
5770,209.99,226.85,215.19
5920,210.3,226.85,215.4
6070,210.6,226.86,215.61
6220,210.89,226.86,215.82
6370,211.18,226.86,216.02
6520,211.47,226.86,216.21
6670,211.75,226.87,216.41
6770,211.93,226.87,216.53
6920,212.2,226.87,216.72
7070,212.47,226.87,216.91
7220,212.73,226.59,217.06
7370,212.98,224.42,216.93
7520,213.24,222.21,216.69
7670,213.48,219.99,216.37
7820,213.71,217.77,216.0
7920,213.86,216.29,215.73
8070,214.07,214.06,215.28
8220,214.25,211.84,214.79
8370,214.4,209.61,214.26
8520,214.53,207.38,213.7
8670,214.62,205.16,213.11
8820,214.67,202.93,212.48
8970,214.69,200.7,211.82
9120,214.67,200.19,211.36
9220,214.64,200.18,211.13
9370,214.56,200.16,210.84
9520,214.45,200.15,210.58
9670,214.31,200.15,210.34
9820,214.15,200.14,210.13
9970,213.96,200.13,209.92
10120,213.77,200.13,209.72
10270,213.56,200.13,209.54
10370,213.42,200.12,209.41
10520,213.2,200.12,209.24
10670,212.99,200.12,209.07
10820,212.77,200.12,208.9
10970,212.55,200.11,208.74
11120,212.33,200.11,208.58
11270,212.12,200.11,208.42
11420,211.9,200.11,208.27
11520,211.76,200.11,208.17
11670,211.56,200.1,208.02
11820,211.35,200.1,207.88
11970,211.15,200.1,207.73
12120,210.95,200.1,207.59
12270,210.75,200.1,207.46
12420,210.56,200.09,207.32
12570,210.37,200.09,207.19
12720,210.19,200.09,207.06
12820,210.06,200.09,206.98
12970,209.88,200.09,206.85
13120,209.71,200.09,206.73
13270,209.53,200.09,206.61
13420,209.36,200.08,206.49
13570,209.19,200.08,206.37
13720,209.03,200.08,206.26
13870,208.86,200.08,206.15
13970,208.76,200.08,206.07
14120,208.6,200.08,205.97
14270,208.45,200.08,205.86
14400,208.31,200.07,205.77
