Time (s),T_outer (C),T_inner (C),T_ave (C)
161,200.0,206.07,200.62
341,200.0,208.85,201.15
461,200.0,211.62,201.73
581,200.01,213.86,202.36
761,200.04,215.39,202.89
881,200.09,217.01,203.46
1061,200.16,218.5,204.0
1181,200.27,219.67,204.51
1301,200.41,220.92,205.05
1481,200.57,222.09,205.56
1601,200.77,223.22,206.11
1781,200.99,224.2,206.6
1901,201.22,225.19,207.1
2021,201.5,226.22,207.64
2201,201.77,227.05,208.13
2321,202.09,227.93,208.66
2501,202.4,228.76,209.15
2621,202.72,229.59,209.64
2741,203.08,230.47,210.17
2921,203.43,231.3,210.68
3041,203.82,232.16,211.22
3221,204.19,232.85,211.71
3341,204.57,233.55,212.21
3461,204.99,234.3,212.74
3641,205.38,234.99,213.24
3761,205.82,235.74,213.77
3941,206.23,236.44,214.27
4061,206.65,237.11,214.77
4181,207.1,237.77,215.31
4361,207.53,238.39,215.81
4481,208.0,239.05,216.34
4661,208.44,239.66,216.84
4781,208.89,240.28,217.34
4901,209.37,240.94,217.88
5081,209.82,241.53,218.38
5201,210.31,242.13,218.91
5381,210.77,242.68,219.41
5501,211.23,243.24,219.9
5621,211.73,243.83,220.44
5801,212.2,244.39,220.93
5921,212.7,244.98,221.47
6101,213.17,245.52,221.95
6221,213.63,245.99,222.42
6341,214.13,246.49,222.93
6521,214.6,246.96,223.4
6641,215.1,247.47,223.9
6821,215.57,247.94,224.37
6941,216.04,248.41,224.84
7061,216.54,249.01,225.35
7241,217.01,249.65,225.85
7361,217.51,247.68,226.15
7541,217.98,245.91,226.3
7661,218.45,244.18,226.39
7781,218.95,242.33,226.43
7961,219.41,240.59,226.41
8081,219.9,238.74,226.35
8261,220.33,237.0,226.26
8381,220.75,235.27,226.13
8501,221.17,233.6,225.97
8681,221.53,232.13,225.81
8801,221.9,230.55,225.62
8981,222.21,229.08,225.42
9101,222.49,227.61,225.2
9221,222.76,226.04,224.94
9401,222.98,224.57,224.68
9521,223.19,223.2,224.4
9701,223.36,221.99,224.13
9821,223.5,220.79,223.86
9941,223.62,219.5,223.55
10121,223.71,218.29,223.25
10241,223.78,217.0,222.92
10421,223.81,215.8,222.59
10541,223.83,214.8,222.27
10661,223.82,213.8,221.93
10841,223.8,212.86,221.6
10961,223.75,211.85,221.25
11141,223.68,210.91,220.91
11261,223.59,209.97,220.57
11381,223.48,208.97,220.19
11561,223.37,208.26,219.85
11681,223.22,207.54,219.49
11861,223.07,206.87,219.15
11981,222.91,206.2,218.82
12101,222.72,205.48,218.46
12281,222.53,204.8,218.11
12401,222.32,204.09,217.74
12581,222.11,203.6,217.41
12701,221.89,203.13,217.08
12821,221.64,202.62,216.73
13001,221.41,202.21,216.41
13121,221.15,201.85,216.07
13301,220.9,201.51,215.77
13421,220.64,201.17,215.47
13541,220.36,200.94,215.15
13721,220.09,200.74,214.87
13841,219.8,200.52,214.57
14021,219.53,200.37,214.31
14141,219.25,200.3,214.05
14261,218.96,200.21,213.78
14400,218.69,200.16,213.55
