Time (s),T_outer (C),T_inner (C),T_ave (C)
202,22.74,22.49,22.699
322,22.74,22.771,22.718
442,22.739,23.125,22.762
622,22.738,23.517,22.823
742,22.737,24.038,22.913
922,22.737,24.611,23.02
1042,22.739,25.269,23.154
1162,22.746,26.156,23.336
1342,22.759,27.141,23.543
1462,22.78,28.372,23.812
1642,22.808,29.726,24.119
1762,22.847,31.404,24.49
1882,22.903,33.496,24.964
2062,22.972,35.75,25.493
2182,23.065,38.701,26.179
2362,23.175,42.003,26.942
2482,23.311,45.772,27.837
2602,23.49,50.437,28.976
2782,23.694,55.839,30.248
2902,23.961,62.449,31.841
3082,24.262,69.45,33.578
3202,24.623,77.665,35.616
3322,25.086,87.897,38.152
3502,25.602,98.607,40.875
3622,26.26,111.42,44.23
3802,26.987,125.3,47.827
3922,27.841,140.47,51.866
4042,28.915,158.11,56.698
4222,30.088,176.02,61.674
4342,31.549,196.74,67.589
4522,33.125,216.98,73.458
4642,34.927,237.88,79.833
4762,37.126,261.0,86.981
4942,39.447,282.55,94.051
5062,42.235,305.51,101.81
5242,45.128,326.45,109.32
5362,48.305,346.37,116.86
5482,52.023,366.59,125.05
5662,55.782,384.53,132.7
5782,60.109,401.81,140.74
5962,64.409,416.38,148.27
6082,68.948,429.87,155.59
6202,74.054,442.76,163.2
6382,79.017,452.92,170.2
6502,84.526,462.69,177.57
6682,89.832,470.86,184.27
6802,95.255,477.74,190.61
6922,101.15,484.02,197.23
7102,106.73,489.16,203.26
7222,112.78,493.49,209.54
7402,118.49,489.32,214.6
7522,124.24,484.37,219.13
7642,130.4,478.27,223.51
7822,135.85,471.62,227.03
7942,141.64,463.08,230.32
8122,146.99,454.05,232.96
8242,152.27,443.99,235.19
8362,157.75,431.28,237.07
8542,162.6,418.0,238.33
8662,167.67,402.39,239.15
8842,172.23,386.37,239.39
8962,176.56,368.62,239.12
9082,181.03,348.47,238.25
9262,184.95,328.68,236.92
9382,188.93,306.33,234.92
9562,192.39,284.96,232.55
9682,195.62,263.44,229.75
9802,198.77,240.38,226.29
9982,201.44,219.48,222.75
10102,203.98,197.88,218.62
10282,206.04,178.55,214.58
10402,207.78,160.58,210.38
10522,209.3,142.93,205.81
10702,210.37,127.72,201.56
10822,211.17,112.88,196.92
11002,211.57,100.91,192.73
11122,211.66,90.155,188.66
11242,211.42,79.904,184.42
11422,210.89,71.59,180.5
11542,210.03,64.052,176.51
11722,208.96,57.869,172.95
11842,207.66,52.422,169.55
11962,206.04,47.674,166.08
12142,204.34,43.86,162.99
12262,202.35,40.311,159.81
12442,200.36,37.498,156.97
12562,198.21,35.228,154.19
12682,195.8,33.094,151.29
12862,193.46,31.378,148.68
12982,190.87,29.879,145.99
13162,188.4,28.71,143.57
13282,185.9,27.691,141.22
13402,183.2,26.764,138.78
13582,180.67,26.075,136.58
13702,177.95,25.434,134.28
13882,175.41,24.92,132.19
14002,172.89,24.497,130.15
14122,170.2,24.114,128.03
14302,167.72,23.804,126.09
14400,165.24,23.534,124.18
