Time (s),T_outer (C),T_inner (C),T_ave (C)
144,105.43,111.55,106
294,105.43,118.99,107.07
434,105.43,127.3,108.46
584,105.46,139.17,110.57
724,105.52,142.82,112.26
864,105.64,149.62,113.92
1014,105.86,162.44,116.53
1154,106.17,170.34,118.96
1304,106.62,178.2,121.59
1444,107.16,184.33,124.01
1584,107.83,188.21,126.2
1734,108.68,196.8,128.83
1874,109.61,201.27,131.23
2024,110.72,202.01,133.25
2164,111.86,203.95,135.07
2304,113.1,202.36,136.58
2454,114.52,201.47,137.89
2594,115.91,204.69,139.49
2744,117.44,201.53,140.74
2884,118.9,201.87,141.84
3024,120.37,204.27,143.27
3174,121.95,203.38,144.54
3314,123.41,204.46,145.76
3464,124.97,205.32,147.12
3604,126.4,205.02,148.25
3744,127.83,206.05,149.44
3894,129.34,206.46,150.7
4034,130.73,205.74,151.76
4184,132.21,202.49,152.55
4324,133.57,203.81,153.47
4464,134.92,203.74,154.46
4614,136.33,200.97,155.17
4754,137.62,200.04,155.84
4904,138.97,202.54,156.81
5044,140.19,204.92,158
5184,141.39,203.61,158.86
5334,142.63,203.34,159.73
5474,143.77,204.48,160.62
5624,144.97,206.38,161.77
5764,146.07,204.8,162.55
5904,147.15,204.39,163.29
6054,148.29,204.92,164.14
6194,149.35,206.25,165.05
6344,150.46,206.05,165.94
6484,151.48,205.22,166.65
6624,152.48,203.83,167.24
6774,153.54,201.52,167.7
6914,154.44,201.32,168.17
7064,155.38,203.07,168.86
7204,156.25,206.25,169.81
7344,157.08,194.19,169.53
7494,157.96,185.66,168.73
7634,158.76,179.55,168.06
7784,159.59,169.45,166.82
7924,160.31,165.36,165.82
8064,160.96,159.55,164.84
8214,161.57,149.79,163.22
8354,162.04,140.93,161.48
8504,162.44,132.15,159.47
8644,162.7,123.66,157.48
8784,162.85,113.7,155.19
8934,162.88,108.33,152.9
9074,162.77,104.4,151.01
9224,162.5,101.13,149.14
9364,162.12,101.21,147.79
9504,161.61,103,146.77
9654,160.94,103.86,145.9
9794,160.23,101.52,144.81
9944,159.38,105.34,144.13
10084,158.55,107,143.67
10224,157.68,106.92,143.05
10374,156.74,106.35,142.31
10514,155.85,103.74,141.43
10664,154.92,102.96,140.44
10804,154.05,105.64,139.96
10944,153.2,104.92,139.34
11094,152.29,106.21,138.76
11234,151.45,107.74,138.41
11384,150.56,105.85,137.71
11524,149.74,106.32,137.14
11664,148.95,105.95,136.59
11814,148.11,104.06,135.79
11954,147.35,103.91,135.13
12104,146.55,105.42,134.6
12244,145.82,105.73,134.21
12384,145.1,101.67,133.32
12534,144.33,101.35,132.5
12674,143.63,101.58,131.88
12824,142.88,101.96,131.29
12964,142.19,103.14,130.86
13104,141.5,105.21,130.57
13254,140.77,106.86,130.37
13394,140.09,106.72,130.03
13544,139.38,102.6,129.26
13684,138.74,101.95,128.53
13824,138.11,103.61,128.16
13974,137.46,104.36,127.78
14114,136.86,104.02,127.37
14264,136.23,104.21,126.91
14400,135.66,105.48,126.65
