Time (s),T_outer (C),T_inner (C),T_ave (C)
144,119.82,125.31,120.33
294,119.82,126.88,120.87
434,119.82,126.89,121.08
584,119.84,130.9,121.69
724,119.87,135.23,122.48
864,119.93,141.02,123.51
1014,120.02,148.86,125.05
1154,120.14,153.43,126.44
1304,120.32,163.06,128.33
1444,120.55,172.58,130.53
1584,120.85,178.23,132.53
1734,121.27,177.88,134.12
1874,121.75,181.82,135.54
2024,122.39,191.37,137.82
2164,123.08,200.4,140.26
2304,123.85,207.82,142.79
2454,124.76,213.58,145.32
2594,125.7,216.19,147.37
2744,126.81,216.85,149.26
2884,127.94,227.75,151.61
3024,129.15,243.01,155.19
3174,130.54,240.76,157.66
3314,131.9,242.56,159.74
3464,133.46,251.62,162.43
3604,134.98,267.98,166.05
3744,136.56,273.95,169.32
3894,138.33,272.01,172.05
4034,140.05,269.36,173.78
4184,141.99,281.42,176.91
4324,143.89,287.05,179.88
4464,145.84,295.9,182.99
4614,147.95,309.24,187
4754,149.96,302.48,189.33
4904,152.18,311.89,192.25
5044,154.31,322.57,196
5184,156.5,319.72,198.59
5334,158.91,328.04,201.81
5474,161.21,334.88,205.14
5624,163.74,340.54,208.56
5764,166.09,350.68,212.1
5904,168.46,351.27,215.19
6054,171.05,352.07,217.94
6194,173.52,360.19,221.17
6344,176.22,366.18,224.67
6484,178.77,376.32,228.27
6624,181.35,388.59,232.44
6774,184.09,394.06,236.36
6914,186.68,397.46,239.8
7064,189.51,404.15,243.51
7204,192.2,414.94,247.55
7344,194.95,416.99,251.14
7494,197.96,414.06,254.34
7634,200.83,406.82,256.54
7784,203.96,393.6,257.89
7924,206.93,385.42,258.9
8064,209.91,378.16,259.81
8214,213.11,371.03,260.65
8354,216.04,367.25,261.54
8504,219.11,361.03,262.34
8644,221.87,356.2,262.93
8784,224.53,355.98,263.92
8934,227.19,350.6,264.74
9074,229.48,341.42,265
9224,231.83,329.55,264.57
9364,233.92,327.06,264.63
9504,235.93,324.69,264.86
9654,237.97,321.38,265.12
9794,239.76,316.82,265.18
9944,241.57,307.69,264.8
10084,243.13,297.7,264.06
10224,244.6,289.61,263.06
10374,246.08,297.14,263.41
10514,247.35,287.85,263.11
10664,248.61,275.51,261.82
10804,249.68,267.29,260.6
10944,250.66,272.29,260.36
11094,251.6,270.86,260.25
11234,252.39,262.47,259.48
11384,253.11,243.11,257.24
11524,253.7,240.6,255.7
11664,254.21,237.65,254.64
11814,254.66,231.36,253.16
11954,254.99,234.02,252.47
12104,255.23,221.77,250.99
12244,255.35,210.37,248.57
12384,255.39,215.3,247.62
12534,255.33,202.61,245.72
12674,255.19,194.52,243.48
12824,254.94,191.52,241.69
12964,254.62,184.6,239.75
13104,254.22,181.74,237.96
13254,253.68,175.54,236.09
13394,253.1,161.1,233.19
13544,252.37,156.88,230.54
13684,251.61,152.05,228.28
13824,250.76,147.34,225.94
13974,249.76,149.58,224.18
14114,248.73,145,222.35
14264,247.52,137.3,219.9
14400,246.36,129.13,217.34
