Time (s),T_outer (C),T_inner (C),T_ave (C)
161,310.88,312,311.87
321,311.99,317.49,312.52
481.97,312,313.54,312.36
631.67,312,316.33,312.63
751.67,312,318.18,312.92
871.67,312.01,320.41,313.29
1051.7,312.03,323.18,313.86
1171.7,312.05,326.58,314.44
1351.7,312.09,329.68,315.21
1471.7,312.14,333.78,315.98
1591.7,312.19,334.73,316.55
1742.1,312.28,329.66,316.56
1910.7,312.42,338,317.68
2030.7,312.54,337.61,318.13
2210.7,312.75,335.8,318.47
2330.7,312.91,337.18,318.86
2450.7,313.09,339.02,319.34
2630.7,313.38,343.23,320.35
2775.4,313.64,341.71,320.68
2912.1,313.9,346.92,321.55
3032.1,314.14,349.41,322.31
3212.1,314.53,349.08,323.09
3332.1,314.8,347.35,323.35
3512.1,315.24,353.74,324.45
3632.1,315.54,357.5,325.39
3777.6,315.93,354.03,325.76
3940.4,316.38,358.32,326.73
4060.4,316.73,360.02,327.44
4180.4,317.09,360.04,327.99
4360.4,317.66,364.12,329.19
4480.4,318.05,363.21,329.68
4660.4,318.66,368.62,331.08
4787.9,319.11,366.29,331.51
4907.9,319.55,370.27,332.34
5087.9,320.23,374.45,333.74
5207.9,320.69,373.51,334.34
5387.9,321.42,374.61,335.32
5507.9,321.92,376.7,336.06
5627.9,322.43,381.47,337.14
5772.4,323.06,377.29,337.66
5952.4,323.87,386.5,339.41
6072.4,324.42,386.44,340.26
6192.4,324.98,381.46,340.55
6358.3,325.78,387.6,341.81
6538.3,326.67,387.61,342.88
6658.3,327.28,389.81,343.69
6778.3,327.89,395.84,344.94
6958.3,328.83,394.53,346.04
7078.3,329.46,399.4,347.18
7258.3,330.42,401.2,348.63
7378.3,331.07,400.53,349.35
7498.3,331.72,401.93,350.17
7678.3,332.73,406.1,351.76
7798.3,333.41,402.79,352.25
7978.3,334.46,405.99,353.54
8098.3,335.17,406.45,354.28
8218.3,335.88,409.98,355.3
8398.3,336.97,411.45,356.62
8518.3,337.7,414.51,357.68
8698.3,338.81,414.23,358.96
8818.3,339.56,414.64,359.69
8938.3,340.32,423.11,361.18
9118.3,341.46,421.3,362.54
9238.3,342.23,419.67,363.2
9418.3,343.4,421.69,364.47
9538.3,344.2,422.65,365.33
9658.3,345,423.32,366.16
9838.3,346.21,427.03,367.69
9958.3,347.02,428.12,368.61
10138,348.25,437.05,370.82
10258,349.07,435.59,371.77
10378,349.9,431.59,372.31
10558,351.16,438.78,374.06
10678,352,442.21,375.35
10858,353.25,438.66,376.38
10978,354.09,441.34,377.41
11098,354.94,442.65,378.39
11278,356.23,448.43,380.22
11398,357.09,451.67,381.54
11578,358.4,447.31,382.57
11698,359.28,449.69,383.58
11818,360.17,452.27,384.68
11998,361.51,457.36,386.66
12118,362.42,453.86,387.33
12298,363.78,459.73,389.23
12416,364.69,457.95,390
12536,365.61,461.17,391.13
12716,367.01,462.33,392.65
12836,367.95,463.44,393.67
13016,369.37,464.54,395.17
13136,370.33,466.19,396.16
13256,371.29,474.81,397.85
13436,372.73,476.78,399.82
13556,373.7,477.32,400.99
13736,375.16,476,402.29
13856,376.15,480.95,403.72
13976,377.14,479.96,404.74
14156,378.65,481.63,406.41
14276,379.66,479.44,407.19
14400,380.72,479.55,408.08
