Time (s),T_outer (C),T_inner (C),T_ave (C)
153.97,103.6,103.93,103.63
293.97,103.6,104.24,103.68
433.97,103.6,104.56,103.74
583.97,103.6,104.93,103.82
723.97,103.6,105.28,103.9
873.97,103.61,105.77,104
1014,103.62,106.23,104.12
1154,103.63,106.71,104.24
1304,103.65,107.25,104.39
1444,103.68,107.75,104.53
1594,103.71,108.45,104.72
1734,103.75,109.11,104.9
1874,103.8,109.82,105.11
2024,103.86,110.64,105.35
2164,103.92,111.42,105.59
2314,104,112.36,105.88
2454,104.09,113.25,106.16
2594,104.18,114.23,106.47
2744,104.3,115.39,106.84
2884,104.42,116.47,107.2
3034,104.56,117.87,107.63
3174,104.71,119.18,108.06
3314,104.87,120.56,108.52
3464,105.07,122.13,109.06
3604,105.26,123.61,109.58
3754,105.49,125.62,110.21
3894,105.73,127.5,110.84
4034,105.99,129.39,111.51
4184,106.29,131.42,112.26
4324,106.59,133.32,112.99
4474,106.94,135.93,113.86
4614,107.3,138.37,114.72
4754,107.68,140.82,115.63
4904,108.13,143.44,116.64
5044,108.57,145.91,117.63
5194,109.08,149.15,118.76
5334,109.59,152.17,119.86
5474,110.13,155.19,121.02
5624,110.74,158.44,122.31
5764,111.35,161.48,123.56
5914,112.04,165.25,124.99
6054,112.73,168.77,126.39
6194,113.46,172.3,127.84
6344,114.28,176.09,129.45
6484,115.1,179.62,131
6634,116.02,183.69,132.74
6774,116.93,187.49,134.41
6914,117.88,191.3,136.13
7064,118.94,195.39,137.98
7204,119.97,199.19,139.73
7354,121.13,203.26,141.65
7494,122.25,207.07,143.49
7634,123.41,210.87,145.37
7784,124.71,214.95,147.43
7924,125.97,218.75,149.39
8074,127.36,222.55,151.51
8214,128.71,226.09,153.5
8354,130.1,229.63,155.52
8504,131.64,233.42,157.71
8644,133.12,236.95,159.78
8794,134.72,240.25,161.92
8934,136.23,243.29,163.88
9074,137.78,246.33,165.87
9224,139.47,249.58,168.01
9364,141.08,252.61,170.03
9514,142.84,255.26,172.16
9654,144.5,257.73,174.13
9794,146.2,260.2,176.1
9944,148.03,262.84,178.22
10084,149.77,265.29,180.2
10234,151.66,267.34,182.27
10374,153.43,269.25,184.18
10514,155.23,271.16,186.08
10664,157.16,273.2,188.1
10804,158.98,275.1,189.99
10954,160.94,276.7,191.96
11094,162.78,278.18,193.78
11234,164.62,279.59,195.58
11384,166.6,281.02,197.48
11524,168.45,282.34,199.24
11674,170.43,283.52,201.08
11814,172.17,284.65,202.68
11954,173.9,285.65,204.25
12104,175.74,286.62,205.9
12244,177.45,287.52,207.42
12394,179.28,288.36,209.03
12534,180.98,289.15,210.51
12674,182.66,289.88,211.97
12824,184.46,290.6,213.51
12964,186.13,291.27,214.93
13114,187.9,291.82,216.42
13254,189.54,292.34,217.78
13394,191.17,292.84,219.13
13544,192.9,293.35,220.55
13684,194.5,293.83,221.86
13834,196.19,294.22,223.23
13974,197.76,294.58,224.49
14114,199.32,294.92,225.73
14264,200.96,295.26,227.04
14400,202.44,295.58,228.2
