Time (s),T_outer (C),T_inner (C),T_ave (C)
153.97,100,104.11,100.39
293.97,100,107.94,100.99
433.97,100,111.78,101.71
583.97,100.02,115.89,102.61
723.97,100.05,119.74,103.53
873.97,100.13,123.86,104.61
1014,100.25,127.71,105.69
1154,100.41,131.56,106.84
1304,100.65,135.69,108.13
1444,100.94,139.55,109.4
1594,101.31,143.68,110.82
1734,101.73,147.54,112.16
1874,102.21,151.4,113.56
2024,102.78,155.53,115.12
2164,103.39,159.39,116.62
2314,104.1,163.52,118.29
2454,104.82,167.38,119.89
2594,105.61,171.24,121.54
2744,106.51,175.38,123.36
2884,107.41,179.24,125.1
3034,108.44,183.38,127.01
3174,109.46,187.24,128.83
3314,110.53,191.12,130.66
3464,111.72,195.26,132.62
3604,112.88,199.12,134.5
3754,114.17,203.26,136.57
3894,115.42,207.12,138.53
4034,116.72,210.99,140.54
4184,118.17,215.13,142.73
4324,119.56,218.99,144.81
4474,121.1,223.14,147.08
4614,122.58,227,149.23
4754,124.11,230.87,151.42
4904,125.79,235.04,153.77
5044,127.36,238.91,155.92
5194,129.08,243.05,158.27
5334,130.73,246.92,160.5
5474,132.41,250.78,162.76
5624,134.25,254.93,165.22
5764,136,258.8,167.55
5914,137.91,262.95,170.08
6054,139.74,266.82,172.47
6194,141.6,270.69,174.89
6344,143.63,274.83,177.51
6484,145.56,278.71,179.98
6634,147.61,282.89,182.55
6774,149.53,286.76,184.96
6914,151.49,290.63,187.4
7064,153.61,294.77,190.06
7204,155.62,298.56,192.56
7354,157.81,298.68,194.92
7494,159.87,298.72,196.93
7634,161.97,298.76,198.85
7784,164.24,298.79,200.82
7924,166.37,298.82,202.6
8074,168.67,298.84,204.44
8214,170.8,298.87,206.12
8354,172.93,298.89,207.76
8504,175.19,298.91,209.47
8644,177.27,298.93,211.04
8794,179.48,298.95,212.68
8934,181.51,298.97,214.18
9074,183.51,298.99,215.65
9224,185.63,299.01,217.2
9364,187.57,299.02,218.62
9514,189.62,299.04,220.11
9654,191.48,299.08,221.47
9794,193.19,299.09,222.75
9944,194.99,299.11,224.08
10084,196.65,299.13,225.3
10234,198.4,299.14,226.59
10374,200.01,299.16,227.76
10514,201.6,299.17,228.92
10664,203.28,299.18,230.14
10804,204.81,299.2,231.25
10954,206.44,299.21,232.43
11094,207.93,299.22,233.51
11234,209.39,299.24,234.57
11384,210.94,299.25,235.69
11524,212.36,299.26,236.72
11674,213.86,299.27,237.8
11814,215.23,299.29,238.79
11954,216.58,299.3,239.77
12104,218.01,299.31,240.8
12244,219.32,299.32,241.74
12394,220.69,299.33,242.74
12534,221.96,299.34,243.65
12674,223.21,299.35,244.55
12824,224.52,299.36,245.5
12964,225.72,299.37,246.37
13114,226.99,299.39,247.29
13254,228.16,299.39,248.13
13394,229.3,299.4,248.96
13544,230.51,299.41,249.83
13684,231.62,299.42,250.63
13834,232.79,299.43,251.47
13974,233.86,299.44,252.25
14114,234.92,299.45,253.01
14264,236.03,299.46,253.81
14400,236.99,299.47,254.53
