Time (s),T_outer (C),T_inner (C),T_ave (C)
161,344,345.16,344.1
341,344,350.54,344.73
461,344,351.46,345.04
581,344,351.26,345.21
761,344.01,353.97,345.73
879.36,344.03,352.64,345.82
1045.5,344.06,355.62,346.29
1165.5,344.09,355.83,346.52
1345.5,344.16,359.99,347.28
1464.4,344.22,359.02,347.48
1584.4,344.29,361.86,347.94
1764.4,344.41,360.17,348.19
1884.4,344.5,362.15,348.55
2064.4,344.67,365.05,349.19
2184.4,344.79,368.62,349.84
2304.4,344.92,371.55,350.53
2484.4,345.13,370.61,351.09
2604.4,345.29,371.71,351.53
2784.4,345.56,372.16,352.07
2904.4,345.75,373.76,352.55
3024.4,345.95,373.46,352.89
3204.4,346.28,378.29,353.88
3316.1,346.5,376.77,354.18
3487.8,346.85,384.23,355.41
3607.8,347.11,385.43,356.11
3787.8,347.52,384.6,356.79
3907.8,347.8,386,357.35
4087.8,348.26,388.05,358.25
4207.8,348.58,388.13,358.71
4327.8,348.92,389.55,359.27
4507.8,349.44,394.26,360.43
4627.8,349.8,395.06,361.08
4807.8,350.36,393.22,361.67
4927.8,350.74,395.14,362.24
5047.8,351.14,400.71,363.22
5227.8,351.75,398.41,363.94
5347.8,352.17,400.08,364.57
5527.8,352.82,401.79,365.46
5647.8,353.26,404.88,366.3
5767.8,353.71,403.88,366.84
5947.8,354.4,405.7,367.76
6067.8,354.87,409.16,368.63
6247.8,355.59,412.73,369.93
6367.8,356.08,414.62,370.8
6487.8,356.58,413.76,371.43
6667.8,357.35,416.06,372.59
6787.8,357.87,414.2,373.04
6967.8,358.68,417.04,374.13
7087.8,359.23,417.95,374.8
7207.8,359.79,422.21,375.78
7387.8,360.65,423.29,376.96
7507.8,361.23,424.83,377.78
7687.8,362.11,428.84,379.2
7807.8,362.71,430.75,380.14
7927.8,363.32,431.85,381.02
8107.8,364.25,430.09,381.94
8227.8,364.88,431.22,382.67
8407.8,365.85,433.4,383.82
8527.8,366.49,436.51,384.79
8647.8,367.13,437.63,385.65
8827.8,368.12,437.59,386.66
8947.8,368.78,442.18,387.77
9122.9,369.75,440.04,388.67
9242.9,370.43,443.75,389.66
9362.9,371.11,447.33,390.76
9541.8,372.13,443.58,391.61
9661.8,372.83,445.09,392.37
9841.8,373.88,450.34,393.9
9961.8,374.59,452.09,394.89
10082,375.31,449.48,395.49
10262,376.4,454.91,397.05
10382,377.13,452.82,397.69
10562,378.23,457.77,399.16
10682,378.98,461.15,400.32
10802,379.73,460.12,401.14
10982,380.87,463.94,402.68
11102,381.63,464.8,403.63
11282,382.8,463.6,404.69
11402,383.58,466.94,405.74
11522,384.37,465.92,406.51
11702,385.57,469.7,408.03
11822,386.38,468.68,408.77
12002,387.6,473.93,410.49
12122,388.42,471.38,411.14
12242,389.24,472.67,411.97
12422,390.46,480.39,413.9
12542,391.27,481.47,414.99
12722,392.49,479.77,416.21
12842,393.32,479.79,416.99
12962,394.15,484.2,418.14
13142,395.41,484.55,419.49
13262,396.25,488.98,420.74
13442,397.53,487.86,422.01
13562,398.39,491.2,423.17
13682,399.26,490.12,424.02
13862,400.57,490.82,425.29
13982,401.45,494.35,426.42
14162,402.78,496.9,428.05
14282,403.67,497.38,429.02
14400,404.55,497.85,429.94
