Time (s),T_outer (C),T_inner (C),T_ave (C)
160.95,157.98,159,158.86
320.79,159,167.59,159.86
440.79,159,168.42,160.32
631.97,159.01,167.31,160.55
722.91,159.02,170.55,160.99
902.91,159.07,172.23,161.66
1013.5,159.12,171.02,161.81
1184,159.22,173.49,162.31
1304,159.32,179.63,163.2
1484,159.49,182.31,164.29
1596,159.61,180.77,164.56
1768,159.85,185.04,165.56
1913.2,160.08,183.06,165.86
2018.8,160.27,185.79,166.4
2198.8,160.63,189.53,167.41
2318.8,160.89,194,168.39
2507.3,161.34,191.82,169.01
2611.8,161.61,195.1,169.72
2791.8,162.11,198.92,170.9
2911.8,162.47,203.83,172.03
3031.8,162.84,204.2,172.83
3211.8,163.44,204.08,173.67
3331.8,163.87,210.06,174.86
3511.8,164.54,209.45,175.84
3631.8,165.02,213.25,176.9
3745.9,165.49,210.22,177.35
3920.1,166.25,213.76,178.46
4040.1,166.79,220.33,179.78
4220.1,167.63,216.68,180.61
4340.1,168.22,221.23,181.68
4520.1,169.12,222.36,183
4640.1,169.74,223.08,183.74
4760.1,170.37,229.95,185.12
4940.1,171.36,230.84,186.64
5060.1,172.03,229.63,187.35
5240.1,173.07,230.81,188.56
5360.1,173.79,231.97,189.36
5480.1,174.51,237.05,190.59
5660.1,175.63,238.97,192.19
5780.1,176.39,237.78,192.92
5960.1,177.55,243.39,194.54
6080.1,178.31,250.13,196.13
6200.1,179.09,250.43,197.27
6380.1,180.27,252.49,198.92
6500.1,181.08,253.9,200.01
6680.1,182.32,258.33,201.87
6800.1,183.18,260.53,203.12
6920.1,184.04,260.47,204.15
7100.1,185.38,262.49,205.79
7220.1,186.29,262.32,206.73
7400.1,187.69,263.67,208.12
7520.1,188.63,268.73,209.53
7640.1,189.58,270.8,210.82
7820.1,191.03,270.08,212.2
7940.1,192,276.91,213.83
8120.1,193.48,276.33,215.5
8240.1,194.48,277.95,216.65
8360.1,195.49,282.65,218.13
8540.1,197.02,284.3,220.09
8660.1,198.06,282.19,220.96
8840.1,199.64,284.13,222.61
8960.1,200.7,283.6,223.52
9080.1,201.78,285.8,224.64
9260.1,203.35,290.37,226.56
9380.1,204.39,290.59,227.62
9560.1,205.96,296.43,229.61
9680.1,207,300.52,231.2
9800.1,208.05,295.71,231.96
9980.1,209.64,299.24,233.67
10100,210.7,301.93,234.96
10280,212.31,304.13,236.74
10400,213.4,307.43,238.16
10520,214.48,306.99,239.27
10700,216.13,315.18,241.69
10820,217.23,318.92,243.35
11000,218.91,320.34,245.47
11120,220.04,320.59,246.71
11240,221.19,321.76,247.99
11420,222.93,321.2,249.67
11540,224.12,320.86,250.67
11720,225.91,328.31,253
11840,227.11,329.76,254.41
11960,228.32,328.4,255.5
12140,230.14,331.38,257.41
12260,231.34,333.65,258.76
12440,233.12,336.73,260.64
12560,234.3,341.51,262.33
12680,235.49,336.43,263.17
12860,237.28,341.31,265.07
12980,238.48,348.61,266.92
13160,240.29,349.98,269.2
13280,241.5,346.91,270.14
13400,242.72,348.64,271.35
13580,244.56,354.11,273.66
13700,245.8,351.41,274.64
13880,247.67,355.62,276.68
14000,248.92,357.32,278.01
14120,250.18,360.36,279.48
14300,252.07,364.84,281.76
14400,253.12,369.11,283.24
